source_row_index,document_uri,title,date,local_speaker_id,speaker_href,person_id,speaker_name,name_key,document_person_key,local_id_reused_across_people,stable_person_uses_multiple_local_ids,stable_person_has_name_conflict
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per49,http://datos.bcn.cl/recurso/persona/2787,2787,gabriel moises silber romo,GABRIEL MOISES SILBER ROMO,http://datos.bcn.cl/recurso/cl/documento/697505#per49,False,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per80,http://datos.bcn.cl/recurso/persona/4586,4586,ricardo patricio celis araya,RICARDO PATRICIO CELIS ARAYA,http://datos.bcn.cl/recurso/cl/documento/697505#per80,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per103,http://datos.bcn.cl/recurso/persona/4587,4587,sebastian diego alvarez ramirez,SEBASTIAN DIEGO ALVAREZ RAMIREZ,http://datos.bcn.cl/recurso/cl/documento/697505#per103,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per188,http://datos.bcn.cl/recurso/persona/1835,1835,david marzan,DAVID MARZAN,http://datos.bcn.cl/recurso/cl/documento/697505#per188,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per73,http://datos.bcn.cl/recurso/persona/4582,4582,miguel ernesto crispi serrano,MIGUEL ERNESTO CRISPI SERRANO,http://datos.bcn.cl/recurso/cl/documento/697505#per73,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per14,http://datos.bcn.cl/recurso/persona/4583,4583,patricio eduardo rosas barrientos,PATRICIO EDUARDO ROSAS BARRIENTOS,http://datos.bcn.cl/recurso/cl/documento/697505#per14,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per119,http://datos.bcn.cl/recurso/persona/1978,1978,jaime naranjo ortiz,JAIME NARANJO ORTIZ,http://datos.bcn.cl/recurso/cl/documento/697505#per119,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per154,http://datos.bcn.cl/recurso/persona/4585,4585,raul alfonso leiva carvajal,RAUL ALFONSO LEIVA CARVAJAL,http://datos.bcn.cl/recurso/cl/documento/697505#per154,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per101,http://datos.bcn.cl/recurso/persona/4509,4509,jenny paola alvarez vera,JENNY PAOLA ALVAREZ VERA,http://datos.bcn.cl/recurso/cl/documento/697505#per101,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per19,http://datos.bcn.cl/recurso/persona/2718,2718,carlos jarpa wevar,CARLOS JARPA WEVAR,http://datos.bcn.cl/recurso/cl/documento/697505#per19,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per40,http://datos.bcn.cl/recurso/persona/2717,2717,alejandra amalia sepulveda orbenes,ALEJANDRA AMALIA SEPULVEDA ORBENES,http://datos.bcn.cl/recurso/cl/documento/697505#per40,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per93,http://datos.bcn.cl/recurso/persona/4508,4508,maya alejandra fernandez allende,MAYA ALEJANDRA FERNANDEZ ALLENDE,http://datos.bcn.cl/recurso/cl/documento/697505#per93,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per127,http://datos.bcn.cl/recurso/persona/5110,5110,erika paulina martinez osorio,ERIKA PAULINA MARTINEZ OSORIO,http://datos.bcn.cl/recurso/cl/documento/697505#per127,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per10,http://datos.bcn.cl/recurso/persona/4580,4580,virginia eugenia troncoso hellman,VIRGINIA EUGENIA TRONCOSO HELLMAN,http://datos.bcn.cl/recurso/cl/documento/697505#per10,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per152,http://datos.bcn.cl/recurso/persona/4506,4506,jorge evaldo rathgeb schifferli,JORGE EVALDO RATHGEB SCHIFFERLI,http://datos.bcn.cl/recurso/cl/documento/697505#per152,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per135,http://datos.bcn.cl/recurso/persona/4581,4581,jose miguel castro bascunan,JOSE MIGUEL CASTRO BASCUNAN,http://datos.bcn.cl/recurso/cl/documento/697505#per135,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per105,http://datos.bcn.cl/recurso/persona/1777,1777,gabriel ascencio mansilla,GABRIEL ASCENCIO MANSILLA,http://datos.bcn.cl/recurso/cl/documento/697505#per105,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per131,http://datos.bcn.cl/recurso/persona/3399,3399,juan luis castro gonzalez,JUAN LUIS CASTRO GONZALEZ,http://datos.bcn.cl/recurso/cl/documento/697505#per131,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per107,http://datos.bcn.cl/recurso/persona/4504,4504,sergio alfredo gahona salazar,SERGIO ALFREDO GAHONA SALAZAR,http://datos.bcn.cl/recurso/cl/documento/697505#per107,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per56,http://datos.bcn.cl/recurso/persona/3251,3251,javier ricardo hernandez hernandez,JAVIER RICARDO HERNANDEZ HERNANDEZ,http://datos.bcn.cl/recurso/cl/documento/697505#per56,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per65,http://datos.bcn.cl/recurso/persona/4640,4640,nora cuevas contreras,NORA CUEVAS CONTRERAS,http://datos.bcn.cl/recurso/cl/documento/697505#per65,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per70,http://datos.bcn.cl/recurso/persona/2399,2399,jose perez arriagada,JOSE PEREZ ARRIAGADA,http://datos.bcn.cl/recurso/cl/documento/697505#per70,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per12,http://datos.bcn.cl/recurso/persona/4643,4643,ruben moraga mamani,RUBEN MORAGA MAMANI,http://datos.bcn.cl/recurso/cl/documento/697505#per12,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per39,http://datos.bcn.cl/recurso/persona/4644,4644,marcela sandoval osorio,MARCELA SANDOVAL OSORIO,http://datos.bcn.cl/recurso/cl/documento/697505#per39,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per5,http://datos.bcn.cl/recurso/persona/4641,4641,tomas fuentes,TOMAS FUENTES,http://datos.bcn.cl/recurso/cl/documento/697505#per5,True,True,True
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per176,http://datos.bcn.cl/recurso/persona/3319,3319,hector enrique campos perez,HECTOR ENRIQUE CAMPOS PEREZ,http://datos.bcn.cl/recurso/cl/documento/697505#per176,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per44,http://datos.bcn.cl/recurso/persona/4647,4647,cristian labbe,CRISTIAN LABBE,http://datos.bcn.cl/recurso/cl/documento/697505#per44,True,True,True
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per166,http://datos.bcn.cl/recurso/persona/4646,4646,patricia rubio escobar,PATRICIA RUBIO ESCOBAR,http://datos.bcn.cl/recurso/cl/documento/697505#per166,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per53,http://datos.bcn.cl/recurso/persona/1563,1563,juan luis ossa bulnes,JUAN LUIS OSSA BULNES,http://datos.bcn.cl/recurso/cl/documento/697505#per53,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per186,http://datos.bcn.cl/recurso/persona/4866,4866,manuel jesus macaya ramirez,MANUEL JESUS MACAYA RAMIREZ,http://datos.bcn.cl/recurso/cl/documento/697505#per186,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per169,http://datos.bcn.cl/recurso/persona/1640,1640,joaquin walker larrain,JOAQUIN WALKER LARRAIN,http://datos.bcn.cl/recurso/cl/documento/697505#per169,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per83,http://datos.bcn.cl/recurso/persona/4599,4599,esteban jorge velasquez nunez,ESTEBAN JORGE VELASQUEZ NUNEZ,http://datos.bcn.cl/recurso/cl/documento/697505#per83,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per85,http://datos.bcn.cl/recurso/persona/3638,3638,mario enrique rios santander,MARIO ENRIQUE RIOS SANTANDER,http://datos.bcn.cl/recurso/cl/documento/697505#per85,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per16,http://datos.bcn.cl/recurso/persona/167,167,alejandro santana tirachini,ALEJANDRO SANTANA TIRACHINI,http://datos.bcn.cl/recurso/cl/documento/697505#per16,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per63,http://datos.bcn.cl/recurso/persona/4597,4597,carmen adelaida hertz cadiz,CARMEN ADELAIDA HERTZ CADIZ,http://datos.bcn.cl/recurso/cl/documento/697505#per63,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per95,http://datos.bcn.cl/recurso/persona/168,168,jorge eduardo sabag villalobos,JORGE EDUARDO SABAG VILLALOBOS,http://datos.bcn.cl/recurso/cl/documento/697505#per95,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per171,http://datos.bcn.cl/recurso/persona/2181,2181,gustavo monckeberg barros,GUSTAVO MONCKEBERG BARROS,http://datos.bcn.cl/recurso/cl/documento/697505#per171,True,False,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per42,http://datos.bcn.cl/recurso/persona/4598,4598,eduardo alfredo duran salinas,EDUARDO ALFREDO DURAN SALINAS,http://datos.bcn.cl/recurso/cl/documento/697505#per42,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per156,http://datos.bcn.cl/recurso/persona/4595,4595,aracely andrea leuquen uribe,ARACELY ANDREA LEUQUEN URIBE,http://datos.bcn.cl/recurso/cl/documento/697505#per156,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per91,http://datos.bcn.cl/recurso/persona/2281,2281,javier ignacio macaya danus,JAVIER IGNACIO MACAYA DANUS,http://datos.bcn.cl/recurso/cl/documento/697505#per91,True,True,False
0,http://datos.bcn.cl/recurso/cl/documento/697505,1.7. Discusión en Sala,2022-01-03,per162,http://datos.bcn.cl/recurso/persona/4596,4596,camila ruzlay rojas valderrama,CAMILA RUZLAY ROJAS VALDERRAMA,http://datos.bcn.cl/recurso/cl/documento/697505#per162,True,True,False
