document_uri,expected_title,expected_date,bill_number,speech_source,quality_status,source_present,title_matches,date_matches,source_xml_nonempty,source_text_nonempty,akn_status,speech_rows,participation_rows,analytical_transcription_event_rows,full_rows,transcription_event_rows,overlap_event_rows,separator_event_rows,empty_content_rows,missing_date_rows,missing_uri_rows,unexpected_bill_rows,duplicate_item_path_rows,duplicate_row_index_rows,duplicate_utterance_id_rows,duplicate_utterance_order_rows,n_chars_mismatch_rows,unresolved_identity_rows,unstable_bcn_speaker_id_rows,local_primary_speaker_id_rows,unresolved_content_rows,parse_warning_rows,discussion_rows,voting_rows,analytical_voting_rows,identity_only_speaker_rows,missing_speaker_data_rows,issues,warnings
http://datos.bcn.cl/recurso/cl/documento/700181,1.4. Discusión en Sala,2023-01-05,15625-13,akn,pass,True,True,True,True,True,valid_xml,85,81,4,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[]
http://datos.bcn.cl/recurso/cl/documento/700224,2.3. Discusión en Sala,2023-01-18,15625-13,akn,warning,True,True,True,True,True,valid_xml,54,51,3,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,[],['unresolved_content_rows=2']
