document_uri,date,person_href,speaker,role,current_party,party_at_date,party_at_date_status,militancy_at_date_status,affiliation_data_status,affiliation_error
http://datos.bcn.cl/recurso/cl/documento/700181,2023-01-05,,,,,,unknown,not_available,not_in_affiliation_table,
http://datos.bcn.cl/recurso/cl/documento/700224,2023-01-18,,,,,,unknown,not_available,not_in_affiliation_table,
