law,old_unit_id,new_unit_id,old_sha256,new_sha256,old_words,new_words
21419,utt_c5aeaedcaf3f276cccc5::p0001-p0002,utt_c5aeaedcaf3f276cccc5::p0001-p0002,5959d162cef90ce4113fd8f33c19badd80c1ff7f28ccd7e61a937770b57981a4,5959d162cef90ce4113fd8f33c19badd80c1ff7f28ccd7e61a937770b57981a4,21,21
21419,utt_8e98432551801796a432::p0001-p0002,utt_8e98432551801796a432::p0001-p0002,7c4c998c30ab51c140ab1bb25ecc5643742e761ae5f71b6b7aef1b70c3335dd3,7c4c998c30ab51c140ab1bb25ecc5643742e761ae5f71b6b7aef1b70c3335dd3,132,132
21419,utt_8e98432551801796a432::p0003-p0004,utt_8e98432551801796a432::p0003-p0004,6776cba53e7a20d2ba8b05d4a736e42f1ff8a26fd2ffe867ad9f086660f80fc5,6776cba53e7a20d2ba8b05d4a736e42f1ff8a26fd2ffe867ad9f086660f80fc5,143,143
21419,utt_8e98432551801796a432::p0005,utt_8e98432551801796a432::p0005,7985f009d604629b59ba85756c9cdbe3afaf312dfd3ea363ec6bb32f764af796,7985f009d604629b59ba85756c9cdbe3afaf312dfd3ea363ec6bb32f764af796,118,118
21419,utt_8e98432551801796a432::p0006-p0008,utt_8e98432551801796a432::p0006-p0008,06e6fe71554f0a08950c26d16da3032ba740cceae12fb645f3f25392ec5a0d30,06e6fe71554f0a08950c26d16da3032ba740cceae12fb645f3f25392ec5a0d30,118,118
21419,utt_8e98432551801796a432::p0009,utt_8e98432551801796a432::p0009,f4b1c23a00953bf642e918b5aa99b754e8c8d29ac67212e96517356e06e9f04c,f4b1c23a00953bf642e918b5aa99b754e8c8d29ac67212e96517356e06e9f04c,75,75
21419,utt_8e98432551801796a432::p0010,utt_8e98432551801796a432::p0010,596494010fc51985721b748219bd952c75c72256d721338dd1cea681d9ffbe84,596494010fc51985721b748219bd952c75c72256d721338dd1cea681d9ffbe84,140,140
21419,utt_8e98432551801796a432::p0011-p0012,utt_8e98432551801796a432::p0011-p0012,5b7e0b0ca04cf682908b670160edd3c8da1bd1578f65a2f03cdb0149f9945e4d,5b7e0b0ca04cf682908b670160edd3c8da1bd1578f65a2f03cdb0149f9945e4d,109,109
21419,utt_8e98432551801796a432::p0013,utt_8e98432551801796a432::p0013,75349bea2eb82ec2a7bf5ec0d98ce41141d87edee9ff2678d4a0ec83d821ce13,75349bea2eb82ec2a7bf5ec0d98ce41141d87edee9ff2678d4a0ec83d821ce13,84,84
21419,utt_8e98432551801796a432::p0014-p0015,utt_8e98432551801796a432::p0014-p0015,1d50489cc7159555a3ec6c341b1d01adcc33bf562f6467d4b3c1c9f4712f785c,1d50489cc7159555a3ec6c341b1d01adcc33bf562f6467d4b3c1c9f4712f785c,125,125
21419,utt_8e98432551801796a432::p0016-p0017,utt_8e98432551801796a432::p0016-p0017,5787d3c60eb7d9d349a9104c038dbf17ef512e9bd37bdab58b221f0489017cf1,5787d3c60eb7d9d349a9104c038dbf17ef512e9bd37bdab58b221f0489017cf1,92,92
21419,utt_8e98432551801796a432::p0018,utt_8e98432551801796a432::p0018,0b7fcb4763a6b74ad123c571f6211857af8b467b0e0999e61051fe52520517cf,0b7fcb4763a6b74ad123c571f6211857af8b467b0e0999e61051fe52520517cf,66,66
21419,utt_8e98432551801796a432::p0019-p0020,utt_8e98432551801796a432::p0019-p0020,502fe45d841dc11cbff3269953975e97c9bef6226c24f2118f00ddc646d62cce,502fe45d841dc11cbff3269953975e97c9bef6226c24f2118f00ddc646d62cce,107,107
21419,utt_27fa1148233ba1b93098::p0001-p0002,utt_27fa1148233ba1b93098::p0001-p0002,0197621f1a6dce4b72bb04ee101b28ab91afe70b9eaf57ad44a50ab0f18b6076,0197621f1a6dce4b72bb04ee101b28ab91afe70b9eaf57ad44a50ab0f18b6076,32,32
21419,utt_6e536d62f8d7e71ff348::p0001-p0002,utt_6e536d62f8d7e71ff348::p0001-p0002,93aa56d3fe40f45bca1e3d5a362abf045821305fc33b32d8cb5f1412120d9122,93aa56d3fe40f45bca1e3d5a362abf045821305fc33b32d8cb5f1412120d9122,34,34
21419,utt_d18051ba9c20ae374ae1::p0001,utt_d18051ba9c20ae374ae1::p0001,a81365313b6666b4c46777eeb3540ba92c8979da049187ddfb916143ff09aa2e,a81365313b6666b4c46777eeb3540ba92c8979da049187ddfb916143ff09aa2e,5,5
21419,utt_22e14c4fc73cd0f82bff::p0001-p0002,utt_22e14c4fc73cd0f82bff::p0001-p0002,2d1f8a71a2faef46184a18525f5c572e56e9af81a64ab56023c2dd199b5ebba4,2d1f8a71a2faef46184a18525f5c572e56e9af81a64ab56023c2dd199b5ebba4,5,5
21419,utt_826958a471b195e53f39::p0001-p0002,utt_826958a471b195e53f39::p0001-p0002,43c4c751f567fceffa38e60ed7e28d12984d47b717549da902f0f0b4b4ff94cd,43c4c751f567fceffa38e60ed7e28d12984d47b717549da902f0f0b4b4ff94cd,138,138
21419,utt_826958a471b195e53f39::p0003-p0005,utt_826958a471b195e53f39::p0003-p0005,4cb1914380ebfa55d9485cc478b90bdb92eacb9dca2c34e0123b27295fd033c4,4cb1914380ebfa55d9485cc478b90bdb92eacb9dca2c34e0123b27295fd033c4,145,145
21419,utt_826958a471b195e53f39::p0006-p0011,utt_826958a471b195e53f39::p0006-p0011,0aa5c291ab2c25a82d060f8fac694362c5542e14a72c084d25f63f69e99b5f8c,0aa5c291ab2c25a82d060f8fac694362c5542e14a72c084d25f63f69e99b5f8c,118,118
21419,utt_826958a471b195e53f39::p0012-p0017,utt_826958a471b195e53f39::p0012-p0017,810c40af2cccf584a6a50e1f73de4e931563ebbc6a39748a5d9f72bd1c0e101e,810c40af2cccf584a6a50e1f73de4e931563ebbc6a39748a5d9f72bd1c0e101e,144,144
21419,utt_826958a471b195e53f39::p0018-p0020,utt_826958a471b195e53f39::p0018-p0020,a9f49df3ac82549e95d6264b73ad9ae619ec09e6c503c077b707e80e11ba7c4b,a9f49df3ac82549e95d6264b73ad9ae619ec09e6c503c077b707e80e11ba7c4b,129,129
21419,utt_826958a471b195e53f39::p0021-p0022,utt_826958a471b195e53f39::p0021-p0022,4ab0b40563f5bc837788b6ffa319bce7bb9153a770ff7c22914fdd0f01edfcb0,4ab0b40563f5bc837788b6ffa319bce7bb9153a770ff7c22914fdd0f01edfcb0,148,148
21419,utt_826958a471b195e53f39::p0023-p0027,utt_826958a471b195e53f39::p0023-p0027,768e1202b993f1b8b9b27993f73d129dca91a1509b7ec93436550586f60c88e6,768e1202b993f1b8b9b27993f73d129dca91a1509b7ec93436550586f60c88e6,121,121
21419,utt_826958a471b195e53f39::p0028,utt_826958a471b195e53f39::p0028,4e82c71948956ab877688b3fab574a511e69fdcf75a55e4556968e623789fa77,4e82c71948956ab877688b3fab574a511e69fdcf75a55e4556968e623789fa77,106,106
21419,utt_826958a471b195e53f39::p0029-p0030,utt_826958a471b195e53f39::p0029-p0030,14e852ee4ff3a1f4b64ed8866b40c7fda6510442acfbc1983f5931a1de831bdd,14e852ee4ff3a1f4b64ed8866b40c7fda6510442acfbc1983f5931a1de831bdd,97,97
21419,utt_826958a471b195e53f39::p0031-p0033,utt_826958a471b195e53f39::p0031-p0033,992fb1deb85adb53afb05e657737abdd50ff0fac892de9405b390628f0fa2cfe,992fb1deb85adb53afb05e657737abdd50ff0fac892de9405b390628f0fa2cfe,146,146
21419,utt_826958a471b195e53f39::p0034-p0035,utt_826958a471b195e53f39::p0034-p0035,5a3fc5cc1faeecad249ef2f41c6285910271e82b923f2ad52185243772737ed3,5a3fc5cc1faeecad249ef2f41c6285910271e82b923f2ad52185243772737ed3,52,52
21419,utt_b997e64d9406fa369c5c::p0001-p0002,utt_b997e64d9406fa369c5c::p0001-p0002,79a019a7519080e396d1a23445ed4b1ecce8b7146fed43748ec106440af3b63e,79a019a7519080e396d1a23445ed4b1ecce8b7146fed43748ec106440af3b63e,28,28
21419,utt_e8798607163c36e83e4e::p0001-p0002,utt_e8798607163c36e83e4e::p0001-p0002,0cf828711f9818a3a9ace92b610a4335ef6f82bbcec624ebb34c8a6bd922b0aa,0cf828711f9818a3a9ace92b610a4335ef6f82bbcec624ebb34c8a6bd922b0aa,70,70
21419,utt_e8798607163c36e83e4e::p0003,utt_e8798607163c36e83e4e::p0003,d0c1dc55a05b52ddda9c7a77f7ead04ac0d9822bedbf6f08ffb538d27e297780,d0c1dc55a05b52ddda9c7a77f7ead04ac0d9822bedbf6f08ffb538d27e297780,145,145
21419,utt_e8798607163c36e83e4e::p0004-p0005,utt_e8798607163c36e83e4e::p0004-p0005,39eae426cd48c9a2e31939554199a7fba73a44f3a01a09857ea9e9b7fe82862a,39eae426cd48c9a2e31939554199a7fba73a44f3a01a09857ea9e9b7fe82862a,109,109
21419,utt_e8798607163c36e83e4e::p0006,utt_e8798607163c36e83e4e::p0006,72b105216767e859a0fd6e26eec4fe49151b3c82c7f0e1224899c72599e7c15b,72b105216767e859a0fd6e26eec4fe49151b3c82c7f0e1224899c72599e7c15b,88,88
21419,utt_e8798607163c36e83e4e::p0007-p0010,utt_e8798607163c36e83e4e::p0007-p0010,d723823db4a542cc9bce98eb33b730af1c2e8511b1c11e8475cb9358883bd580,d723823db4a542cc9bce98eb33b730af1c2e8511b1c11e8475cb9358883bd580,144,144
21419,utt_e8798607163c36e83e4e::p0011,utt_e8798607163c36e83e4e::p0011,fff5adad7be890f7a4e5ff82723c994092959d0b0658e58a841e9cbeb77bdf34,fff5adad7be890f7a4e5ff82723c994092959d0b0658e58a841e9cbeb77bdf34,57,57
21419,utt_e8798607163c36e83e4e::p0012-p0013,utt_e8798607163c36e83e4e::p0012-p0013,f26a742e5ba9b19d321430b6b60f829dfa80ef3083aa5b55b8f6c404602fc02d,f26a742e5ba9b19d321430b6b60f829dfa80ef3083aa5b55b8f6c404602fc02d,106,106
21419,utt_e8798607163c36e83e4e::p0014,utt_e8798607163c36e83e4e::p0014,d3c8090fe1c6a20983aa10707b148d761b3eef066e25120c40500874d07a9da7,d3c8090fe1c6a20983aa10707b148d761b3eef066e25120c40500874d07a9da7,60,60
21419,utt_e8798607163c36e83e4e::p0015-p0016,utt_e8798607163c36e83e4e::p0015-p0016,ad3bba26a00116c132172a9fcae1f71670cdeb12036ac5e8da65022ce7c0bffe,ad3bba26a00116c132172a9fcae1f71670cdeb12036ac5e8da65022ce7c0bffe,94,94
21419,utt_e8798607163c36e83e4e::p0017-p0018,utt_e8798607163c36e83e4e::p0017-p0018,277ad36a74e2dd1398c31f2d8f5c094beb6c0b25387d5f2c260d31573387fcd0,277ad36a74e2dd1398c31f2d8f5c094beb6c0b25387d5f2c260d31573387fcd0,76,76
21419,utt_e8798607163c36e83e4e::p0019,utt_e8798607163c36e83e4e::p0019,07dd080f535a6da78f1506307b48da795e718981d3485707f3ab65c825062ad9,07dd080f535a6da78f1506307b48da795e718981d3485707f3ab65c825062ad9,94,94
21419,utt_e8798607163c36e83e4e::p0020-p0021,utt_e8798607163c36e83e4e::p0020-p0021,370a19a1ddfa2b3dd1fcba8965f19db68172b2febaa108b7471a4a84cb9389e5,370a19a1ddfa2b3dd1fcba8965f19db68172b2febaa108b7471a4a84cb9389e5,149,149
21419,utt_e8798607163c36e83e4e::p0022-p0024,utt_e8798607163c36e83e4e::p0022-p0024,85d78174b5c073721cbe759b6a172ed8fb39c60e3eb3bcd9a4c8157ba0ab1130,85d78174b5c073721cbe759b6a172ed8fb39c60e3eb3bcd9a4c8157ba0ab1130,104,104
21419,utt_e8798607163c36e83e4e::p0025-p0026,utt_e8798607163c36e83e4e::p0025-p0026,53c66f20db5ffd68126b127800157957c0ae38ad1fe82022b4667cf410fa5310,53c66f20db5ffd68126b127800157957c0ae38ad1fe82022b4667cf410fa5310,75,75
21419,utt_e8798607163c36e83e4e::p0027-p0029,utt_e8798607163c36e83e4e::p0027-p0029,349c48871939a45197c7853e1dea0a3439200d7f9a9b0c36e69482cd6f7a7ae8,349c48871939a45197c7853e1dea0a3439200d7f9a9b0c36e69482cd6f7a7ae8,146,146
21419,utt_e8798607163c36e83e4e::p0030-p0033,utt_e8798607163c36e83e4e::p0030-p0033,72080b871b2180f09d20296d85678352f19aa5ccec80f50491403669916e1e84,72080b871b2180f09d20296d85678352f19aa5ccec80f50491403669916e1e84,147,147
21419,utt_e8798607163c36e83e4e::p0034-p0036,utt_e8798607163c36e83e4e::p0034-p0036,beb9c1d0f21646156d511ba7d97c21b839ad7e534c997ef0ebda8d4603b74fdc,beb9c1d0f21646156d511ba7d97c21b839ad7e534c997ef0ebda8d4603b74fdc,91,91
21419,utt_e8798607163c36e83e4e::p0037,utt_e8798607163c36e83e4e::p0037,63334c634bc66c648e74f467cd92df02b5854f87fb09ccf359c77d93682bf592,63334c634bc66c648e74f467cd92df02b5854f87fb09ccf359c77d93682bf592,50,50
21419,utt_e8798607163c36e83e4e::p0038-p0040,utt_e8798607163c36e83e4e::p0038-p0040,e7791e328c1384e5c7f60be22b0a2ee4fd37210fed88a9d9c9e319a711773a8d,e7791e328c1384e5c7f60be22b0a2ee4fd37210fed88a9d9c9e319a711773a8d,136,136
21419,utt_e8798607163c36e83e4e::p0041-p0043,utt_e8798607163c36e83e4e::p0041-p0043,bbd2b311b339cee0d162b1758bf8c7934c49d65b572faf64c074f621f716f126,bbd2b311b339cee0d162b1758bf8c7934c49d65b572faf64c074f621f716f126,112,112
21419,utt_e8798607163c36e83e4e::p0044,utt_e8798607163c36e83e4e::p0044,eea5c0b5cd3c10ee04af07bfb7eba175e70f9088baad117af97f158c3551aea8,eea5c0b5cd3c10ee04af07bfb7eba175e70f9088baad117af97f158c3551aea8,55,55
21419,utt_e8798607163c36e83e4e::p0045-p0046,utt_e8798607163c36e83e4e::p0045-p0046,532cbcce5c0319091bb350eef85ae8eea329b59dbdab47b5b3a21be54336c640,532cbcce5c0319091bb350eef85ae8eea329b59dbdab47b5b3a21be54336c640,78,78
21419,utt_e8798607163c36e83e4e::p0047,utt_e8798607163c36e83e4e::p0047,678bd5bb8b886bb0dcc2a8a8fc95972a82062c977ca4734bc41c57d2b57b2f3e,678bd5bb8b886bb0dcc2a8a8fc95972a82062c977ca4734bc41c57d2b57b2f3e,105,105
21419,utt_e8798607163c36e83e4e::p0048-p0050,utt_e8798607163c36e83e4e::p0048-p0050,b2f1e322c06ec7fde89408cc834a88afbba28955d87499745c43534c668df2d6,b2f1e322c06ec7fde89408cc834a88afbba28955d87499745c43534c668df2d6,136,136
21419,utt_e8798607163c36e83e4e::p0051-p0052,utt_e8798607163c36e83e4e::p0051-p0052,07c368926c0751b3e4b695275b2f05ecba3a418efae1c0d4a21c572d66291856,07c368926c0751b3e4b695275b2f05ecba3a418efae1c0d4a21c572d66291856,73,73
21419,utt_5d08c825f06e1f85d095::p0001-p0003,utt_5d08c825f06e1f85d095::p0001-p0003,05e5c550588c11bf4ed3484ca07423aadda08c791b5918980faa97ce7650b1bb,05e5c550588c11bf4ed3484ca07423aadda08c791b5918980faa97ce7650b1bb,28,28
21419,utt_d5e76a530218d17dd5c0::p0001-p0003,utt_d5e76a530218d17dd5c0::p0001-p0003,33756a22836dcf36488ef8ea0053ec2168547a081aaae7f81125db72b2a488ec,33756a22836dcf36488ef8ea0053ec2168547a081aaae7f81125db72b2a488ec,38,38
21419,utt_72e68f07ecb0fb82250e::p0001,utt_72e68f07ecb0fb82250e::p0001,b92bbce6c928c3507a03c85c674f3a318166b12ecb9976c11e124df93be4dd01,b92bbce6c928c3507a03c85c674f3a318166b12ecb9976c11e124df93be4dd01,5,5
21419,utt_bbc13cd9ec82d4efe736::p0001-p0002,utt_bbc13cd9ec82d4efe736::p0001-p0002,7623afbb2c7de8e0adc1520d4c8101f0b5c29543119d97b183e037fb5d9ded21,7623afbb2c7de8e0adc1520d4c8101f0b5c29543119d97b183e037fb5d9ded21,12,12
21419,utt_35cc05eb1352dd190800::p0001-p0002,utt_35cc05eb1352dd190800::p0001-p0002,a19a604f34aad919c25f2eec48a935028f6532958b2bf97f566e77252b324277,a19a604f34aad919c25f2eec48a935028f6532958b2bf97f566e77252b324277,14,14
21419,utt_853f27b171a2afde5de9::p0001,utt_853f27b171a2afde5de9::p0001,95b59d244f8464a9d54b881ad2717b8dc4485a0b86b7f62ab68293c2b4d1e784,95b59d244f8464a9d54b881ad2717b8dc4485a0b86b7f62ab68293c2b4d1e784,23,23
21419,utt_803a3863300c9cea5285::p0001-p0002,utt_803a3863300c9cea5285::p0001-p0002,0c0502b788ebe2bb54b0a1c9d9d2d696924c91ecc0b7d0fc2fd1a2043bcaec93,0c0502b788ebe2bb54b0a1c9d9d2d696924c91ecc0b7d0fc2fd1a2043bcaec93,35,35
21419,utt_1754e70b195d81422137::p0001-p0002,utt_1754e70b195d81422137::p0001-p0002,540170060b260c3937a452bf92aa51ee8172381359835c9bd5fc315062371134,540170060b260c3937a452bf92aa51ee8172381359835c9bd5fc315062371134,12,12
21419,utt_9ea3e683600f69ba7b75::p0001,utt_9ea3e683600f69ba7b75::p0001,20e16659579dff46e05103ca4d7fac344ff4729a55dafabc055eaa3287300192,20e16659579dff46e05103ca4d7fac344ff4729a55dafabc055eaa3287300192,8,8
21419,utt_9d0ace777b000c2c7311::p0001-p0003,utt_9d0ace777b000c2c7311::p0001-p0003,bd64ec8abf29b0c56d56276130baf5faf3578955f4213ae861d305b1f8161abf,bd64ec8abf29b0c56d56276130baf5faf3578955f4213ae861d305b1f8161abf,23,23
21419,utt_6b31c5961c54e32d6ed1::p0001,utt_6b31c5961c54e32d6ed1::p0001,ae9995617d3d80ff484f3d0b57a2eee222d30e602f3bc8a057fc36d58dee4188,ae9995617d3d80ff484f3d0b57a2eee222d30e602f3bc8a057fc36d58dee4188,5,5
21419,utt_0a2f90dd109fb6c812c8::p0001-p0002,utt_0a2f90dd109fb6c812c8::p0001-p0002,b4f295bc81e55118277ca5d0f8f4d3df021c0415b95a5955c1570605ff345214,b4f295bc81e55118277ca5d0f8f4d3df021c0415b95a5955c1570605ff345214,25,25
21419,utt_a79df0c5e427a36f6d0c::p0001-p0003,utt_a79df0c5e427a36f6d0c::p0001-p0003,2482df97fefc9e191289eeb1dea3c8d38631034a98fc93ed7d2fa52048719eca,2482df97fefc9e191289eeb1dea3c8d38631034a98fc93ed7d2fa52048719eca,6,6
21419,utt_fc7120ab42e492ed5b23::p0001,utt_fc7120ab42e492ed5b23::p0001,522c790eb19f80cf7e37da43879a4289b3a3fecebe84ce50acf43e730ce8e733,522c790eb19f80cf7e37da43879a4289b3a3fecebe84ce50acf43e730ce8e733,11,11
21419,utt_760c32fa86a5d52dc3e4::p0001-p0004,utt_760c32fa86a5d52dc3e4::p0001-p0004,8eda564bb73de055b5953881386f875fa0ce627a5da0e605d3c32c113863fca6,8eda564bb73de055b5953881386f875fa0ce627a5da0e605d3c32c113863fca6,122,122
21419,utt_760c32fa86a5d52dc3e4::p0005-p0008,utt_760c32fa86a5d52dc3e4::p0005-p0008,b18783b5e55af155b2cab60cf8ddabee4020941e3419d4f43821eb24682b85fc,b18783b5e55af155b2cab60cf8ddabee4020941e3419d4f43821eb24682b85fc,140,140
21419,utt_760c32fa86a5d52dc3e4::p0009-p0011,utt_760c32fa86a5d52dc3e4::p0009-p0011,f4071fb973af5ddde6afb4ffbb941a22967cff21c9d3b6bad059b2fc0bebadb2,f4071fb973af5ddde6afb4ffbb941a22967cff21c9d3b6bad059b2fc0bebadb2,96,96
21419,utt_760c32fa86a5d52dc3e4::p0012-p0013,utt_760c32fa86a5d52dc3e4::p0012-p0013,96d00437d5947e6fe3ddc395bee1f21372bd368d426e794e418583b2310ccf53,96d00437d5947e6fe3ddc395bee1f21372bd368d426e794e418583b2310ccf53,98,98
21419,utt_760c32fa86a5d52dc3e4::p0014,utt_760c32fa86a5d52dc3e4::p0014,4ee5a5605651b3993745110a26d5e08720a453ffff2f3db5450079e085755843,4ee5a5605651b3993745110a26d5e08720a453ffff2f3db5450079e085755843,62,62
21419,utt_760c32fa86a5d52dc3e4::p0015-p0018,utt_760c32fa86a5d52dc3e4::p0015-p0018,0662512d7dd2e57c5910074c35e7c791ac3042ce3cf749df2ec22cd49b705dd8,0662512d7dd2e57c5910074c35e7c791ac3042ce3cf749df2ec22cd49b705dd8,88,88
21419,utt_bf55404ea74abecc98a2::p0001-p0002,utt_bf55404ea74abecc98a2::p0001-p0002,fb87977bd0072c8d55bd51f17905b0c48545f4d0ffbd072a08d6bb2474845508,fb87977bd0072c8d55bd51f17905b0c48545f4d0ffbd072a08d6bb2474845508,19,19
21419,utt_346624259d2071684cbb::p0001-p0004,utt_346624259d2071684cbb::p0001-p0004,c010b2b2b6a8594858a4e00b7e28cd0ae90d3a87e6a675ac956e1674eab99415,c010b2b2b6a8594858a4e00b7e28cd0ae90d3a87e6a675ac956e1674eab99415,142,142
21419,utt_346624259d2071684cbb::p0005-p0008,utt_346624259d2071684cbb::p0005-p0008,be2c8c3706cb0bf1e29b19ef0b4b4dac01bd84c8ed974ccd2398414bfad5e98d,be2c8c3706cb0bf1e29b19ef0b4b4dac01bd84c8ed974ccd2398414bfad5e98d,119,119
21419,utt_346624259d2071684cbb::p0009-p0010,utt_346624259d2071684cbb::p0009-p0010,a4eaaf191edf459bae59971a9b1ee3e130f64c7c179fe327718a7fa1c979d52a,a4eaaf191edf459bae59971a9b1ee3e130f64c7c179fe327718a7fa1c979d52a,91,91
21419,utt_346624259d2071684cbb::p0011,utt_346624259d2071684cbb::p0011,42bcbd052818cee70c5d3a229cd5c1a7f78220f502bf34285d029e2056a0b807,42bcbd052818cee70c5d3a229cd5c1a7f78220f502bf34285d029e2056a0b807,55,55
21419,utt_346624259d2071684cbb::p0012-p0014,utt_346624259d2071684cbb::p0012-p0014,a2157e1c3e0b15dc8708290e50537ecf0a354ecd3db3452ff69b034a9d93732a,a2157e1c3e0b15dc8708290e50537ecf0a354ecd3db3452ff69b034a9d93732a,137,137
21419,utt_346624259d2071684cbb::p0015,utt_346624259d2071684cbb::p0015,4921f8acc1a4fb1ed7b9e55d288f5ce92bf1ed5037630ba13f5cc728c004daa5,4921f8acc1a4fb1ed7b9e55d288f5ce92bf1ed5037630ba13f5cc728c004daa5,58,58
21419,utt_346624259d2071684cbb::p0016,utt_346624259d2071684cbb::p0016,95b02f76e0b7cd729f1518e81f088cb05be5abd63ad1eb4dd8a903bcd3526514,95b02f76e0b7cd729f1518e81f088cb05be5abd63ad1eb4dd8a903bcd3526514,57,57
21419,utt_346624259d2071684cbb::p0017,utt_346624259d2071684cbb::p0017,25e8c679981a1a984aa7c8167424c20de648c101fa8ed64dc6ba4a4159e01f47,25e8c679981a1a984aa7c8167424c20de648c101fa8ed64dc6ba4a4159e01f47,73,73
21419,utt_346624259d2071684cbb::p0018-p0020,utt_346624259d2071684cbb::p0018-p0020,217be714d67902f527e9b69f80762890267aaf6d5873aa38a87ccc85cb5cf9ed,217be714d67902f527e9b69f80762890267aaf6d5873aa38a87ccc85cb5cf9ed,59,59
21419,utt_8cf23b291becdb87d7b4::p0001-p0003,utt_8cf23b291becdb87d7b4::p0001-p0003,ad0df3a44b31c257964deb5bac9cf1e540cc5b3f2a2b0efe1ad4a2f948198cc6,ad0df3a44b31c257964deb5bac9cf1e540cc5b3f2a2b0efe1ad4a2f948198cc6,134,134
21419,utt_8cf23b291becdb87d7b4::p0004-p0007,utt_8cf23b291becdb87d7b4::p0004-p0007,b5aa954ca1283e9ea2f08f89f7f0a42fbeac5c87ced3b9cccd804dd83f92850a,b5aa954ca1283e9ea2f08f89f7f0a42fbeac5c87ced3b9cccd804dd83f92850a,126,126
21419,utt_8cf23b291becdb87d7b4::p0008-p0009,utt_8cf23b291becdb87d7b4::p0008-p0009,635ce1f9b1803208b2687cc0ee21f0afd858bfc1bfe8eb63a469cf6f9a92d3d5,635ce1f9b1803208b2687cc0ee21f0afd858bfc1bfe8eb63a469cf6f9a92d3d5,98,98
21419,utt_8cf23b291becdb87d7b4::p0010,utt_8cf23b291becdb87d7b4::p0010,ff3499a1972cd660595bca70edaedd8aee1cced30d05e0b1ef0abd9f3bf6e50d,ff3499a1972cd660595bca70edaedd8aee1cced30d05e0b1ef0abd9f3bf6e50d,123,123
21419,utt_8cf23b291becdb87d7b4::p0011-p0013,utt_8cf23b291becdb87d7b4::p0011-p0013,21c8e40bc7367db098d1d930577103a93548df0be1ecd8d7fd291a7a89ebb177,21c8e40bc7367db098d1d930577103a93548df0be1ecd8d7fd291a7a89ebb177,138,138
21419,utt_8cf23b291becdb87d7b4::p0014-p0017,utt_8cf23b291becdb87d7b4::p0014-p0017,16d5ece31aa246252524f26e1fce4f9f4c4d94a1028f71ed735a314706ab675f,16d5ece31aa246252524f26e1fce4f9f4c4d94a1028f71ed735a314706ab675f,145,145
21419,utt_ea5dd8277fa9138ba1f6::p0001-p0002,utt_ea5dd8277fa9138ba1f6::p0001-p0002,51176c7fb0d35cabffa29fa2547d7907eb5059b73e6309c7338ff2f30944f741,51176c7fb0d35cabffa29fa2547d7907eb5059b73e6309c7338ff2f30944f741,10,10
21419,utt_e7c4cd7d73b91a700390::p0001-p0003,utt_e7c4cd7d73b91a700390::p0001-p0003,84755c286aaa51ec85db2f552f5264baee5d4af899b5a9b8affb102c31c521f2,84755c286aaa51ec85db2f552f5264baee5d4af899b5a9b8affb102c31c521f2,21,21
21419,utt_ebf7e3744ad319130b60::p0001-p0003,utt_ebf7e3744ad319130b60::p0001-p0003,e52a454339dd399e57097f1755c6618279cae3dcd91eb847031bf38ce84953d7,e52a454339dd399e57097f1755c6618279cae3dcd91eb847031bf38ce84953d7,119,119
21419,utt_ebf7e3744ad319130b60::p0004,utt_ebf7e3744ad319130b60::p0004,45a3a67868336a679185339e46a85fdeb88918be0e6a7e62cb73c3e258b2c4bc,45a3a67868336a679185339e46a85fdeb88918be0e6a7e62cb73c3e258b2c4bc,55,55
21419,utt_ebf7e3744ad319130b60::p0005,utt_ebf7e3744ad319130b60::p0005,33c04d108857015e670b3821279e031fda34d4ce91570fbfc521db5bcdd2df82,33c04d108857015e670b3821279e031fda34d4ce91570fbfc521db5bcdd2df82,76,76
21419,utt_ebf7e3744ad319130b60::p0006,utt_ebf7e3744ad319130b60::p0006,9bda3377f3378a9083583780363a22202a7a6ed9c458c44428ad16bd99e210ca,9bda3377f3378a9083583780363a22202a7a6ed9c458c44428ad16bd99e210ca,75,75
21419,utt_ebf7e3744ad319130b60::p0007-p0008,utt_ebf7e3744ad319130b60::p0007-p0008,5f0fd1761fd6b4b8f4714a7aa8e3e1f41fe6d6ed93378deb19a140bf1e7ed360,5f0fd1761fd6b4b8f4714a7aa8e3e1f41fe6d6ed93378deb19a140bf1e7ed360,148,148
21419,utt_ebf7e3744ad319130b60::p0009,utt_ebf7e3744ad319130b60::p0009,d553783140737266c60af6f571bc0e384179aa309f06bc9c938dbcf115b127ad,d553783140737266c60af6f571bc0e384179aa309f06bc9c938dbcf115b127ad,72,72
21419,utt_ebf7e3744ad319130b60::p0010-p0011,utt_ebf7e3744ad319130b60::p0010-p0011,72f47cd472867b447b2d528e670ebd1cba7b7d5d9f6a7e99d0ac29ce620cabc9,72f47cd472867b447b2d528e670ebd1cba7b7d5d9f6a7e99d0ac29ce620cabc9,105,105
21419,utt_ebf7e3744ad319130b60::p0012,utt_ebf7e3744ad319130b60::p0012,67e87c92420be742d3d4d8e3c020124ac1aa79732ff44617b7e5ef0f23798f1d,67e87c92420be742d3d4d8e3c020124ac1aa79732ff44617b7e5ef0f23798f1d,82,82
21419,utt_ebf7e3744ad319130b60::p0013,utt_ebf7e3744ad319130b60::p0013,1f435f8c743000e994372de41d6143c43b5ee44b1ab62fddaeba90d51f9718b0,1f435f8c743000e994372de41d6143c43b5ee44b1ab62fddaeba90d51f9718b0,98,98
