run_id,run_role,sample_index,unit_id,response_id,model,status,api_status,incomplete_reason,usage_available,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,total_tokens,response_path,response_sha256,request_sha256,started_at_utc,finished_at_utc,duplicate_response_id
pilot_f3a69c2f81c587271ef5,pilot,0,utt_826958a471b195e53f39::p0001-p0002,resp_00328675b6efd8d9016aa0666cdb9c87d1b38ad68ad98168d0,gpt-5.6-luna,completed,completed,,True,5926,5923,385,289,6311,output/annotations/pilot_f3a69c2f81c587271ef5/results/00000.json,081a6e3c46795447c7e1fb2f5edb91df802fe9393270cfe07bd35380b4a771fa,064f0e44a32b02f8ca9b1967c971afdddab243965203c018b53989d1a40a0c20,2026-09-08T19:47:56.352166+00:00,2026-09-08T19:48:04.192892+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,1,utt_826958a471b195e53f39::p0003-p0005,resp_041fddeb62a645a5016aa0666cdb8c87d19c0f174310b738fd,gpt-5.6-luna,completed,completed,,True,6076,5336,467,375,6543,output/annotations/pilot_f3a69c2f81c587271ef5/results/00001.json,6ac618f600fa2fdc28f9c8370c5477c67912ed32672b75f2226c5eb3ae79c5c1,0938a7628af624ba4b721dac342a1794111059abb4773b6e64280a8d8dbdc26c,2026-09-08T19:47:56.355046+00:00,2026-09-08T19:48:05.308200+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,2,utt_826958a471b195e53f39::p0006-p0011,resp_03d24695519e108e016aa0666cda0087d1bf25f47d68b29d6d,gpt-5.6-luna,completed,completed,,True,6058,5336,7077,6732,13135,output/annotations/pilot_f3a69c2f81c587271ef5/results/00002.json,c413ce5a3382316c8e9b2d9201a05d4a6c420a36c3f7294ee18bb09b985c14fb,313c61e85e25d8562ba3bbd9b619948750df786bd48ee26ad28f047e827fd5f9,2026-09-08T19:47:56.355853+00:00,2026-09-08T19:49:35.757475+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,3,utt_826958a471b195e53f39::p0012-p0017,resp_08fd295d6e6ad3c7016aa0666cdde087d1a7c646dedd924e3f,gpt-5.6-luna,completed,completed,,True,5964,5336,783,668,6747,output/annotations/pilot_f3a69c2f81c587271ef5/results/00003.json,8a47784232aea0c13f0ca8e91ff1914df72cc6883ab0db65dfdea66705066b87,4c64dbe1805de51ebdd41f67ccdc552b87adc0e0038836d58964747681272452,2026-09-08T19:47:56.361333+00:00,2026-09-08T19:48:09.330149+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,4,utt_826958a471b195e53f39::p0018-p0020,resp_044c9eaf372bb56f016aa0666d079487d1bca7b80465685cc5,gpt-5.6-luna,completed,completed,,True,6016,5336,12409,11912,18425,output/annotations/pilot_f3a69c2f81c587271ef5/results/00004.json,5401bb140773975fe95476441aef7b46e659cae3f1de22c078b9147bacf359b5,cde9be5211dd1e1e1ba6fb895db9feb69bc3295074df310bf2a13f5e114427a3,2026-09-08T19:47:56.361419+00:00,2026-09-08T19:50:44.135018+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,5,utt_826958a471b195e53f39::p0021-p0022,resp_027b1e25d5ff998a016aa0666ce0e087d1b64fd9bcbe2a61bd,gpt-5.6-luna,completed,completed,,True,5987,5336,624,516,6611,output/annotations/pilot_f3a69c2f81c587271ef5/results/00005.json,590e27a1b648c975725e1bb1fc0a62eca06a68f825024b58d8742114120bccbd,94e1a0878597cd42f74f4453a1b933da159cb6bbd83b34c271365843bec9a8bd,2026-09-08T19:47:56.361382+00:00,2026-09-08T19:48:07.166331+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,6,utt_826958a471b195e53f39::p0023-p0027,resp_0e3f3def2a651c87016aa0667465cc87d18762d1f4b854c850,gpt-5.6-luna,completed,completed,,True,5952,5336,6281,6122,12233,output/annotations/pilot_f3a69c2f81c587271ef5/results/00006.json,564cbdad2ed3fb45c971d07b1e8fef6cecd707721aeffafe08e240619d22d16b,47b403d6a71fd57040eefcddfcfed0435bd6634f68a7fb74fbc58e3c00a02a35,2026-09-08T19:48:04.196568+00:00,2026-09-08T19:49:33.997395+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,7,utt_826958a471b195e53f39::p0028,resp_07a11296b9d1d4f0016aa06675860487d1b208e7391267b60f,gpt-5.6-luna,completed,completed,,True,5878,5336,596,491,6474,output/annotations/pilot_f3a69c2f81c587271ef5/results/00007.json,84fd535617217ea54829e26ea815e9cbce5df2a92e5cf31f53f835f10bd30337,9e0977b1dbdc3047d577852cb4b942251f11dbd7126409dccb756cfaf4500e53,2026-09-08T19:48:05.314412+00:00,2026-09-08T19:48:15.412327+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,8,utt_826958a471b195e53f39::p0029-p0030,resp_0f26736faa6b1a82016aa0667763fc87d18aab68139f8ba6af,gpt-5.6-luna,completed,completed,,True,5917,5336,796,661,6713,output/annotations/pilot_f3a69c2f81c587271ef5/results/00008.json,41ce28b4e926faab4fa5ce946afde6ad7cb211d9c1480f4eabb62e6d00b2d9da,da53bf3232e28a65f157ff77568ccf0a56bd39f190c152ab48699ad93983af7d,2026-09-08T19:48:07.172923+00:00,2026-09-08T19:48:19.753726+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,9,utt_826958a471b195e53f39::p0031-p0033,resp_067ec84e44cd2ede016aa0667983f087d1b004817785db2d35,gpt-5.6-luna,completed,completed,,True,5841,5336,655,516,6496,output/annotations/pilot_f3a69c2f81c587271ef5/results/00009.json,0f46b4c52a2d5f4f5c9e9376dd5bad5af40b92b14cd8d612e40f3dc35efa04c7,26ca08eae870746a4a00ed512d8816f80b01f1e4813b0a2dedf80a01fe5dd37c,2026-09-08T19:48:09.335381+00:00,2026-09-08T19:48:20.985016+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,10,utt_826958a471b195e53f39::p0034-p0035,resp_0f39c44e96e673d7016aa0667fa17c87d1bef9b099cbee69cb,gpt-5.6-luna,completed,completed,,True,5749,5336,11465,10876,17214,output/annotations/pilot_f3a69c2f81c587271ef5/results/00010.json,ef9227b6444ee0fdfa2793a04e24bf7e9f3c036b060417dd90b22db5162de087,8cb86677f0f1a66452bc94d0124c977a21ae3e37fcd7d32733c47b208915779f,2026-09-08T19:48:15.416006+00:00,2026-09-08T19:50:55.340712+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,11,utt_0a2f90dd109fb6c812c8::p0001-p0002,resp_0897b38fd0103191016aa06683fa0087d18f32cfa5a42daee2,gpt-5.6-luna,completed,completed,,True,5484,5336,531,433,6015,output/annotations/pilot_f3a69c2f81c587271ef5/results/00011.json,015dc9b11bc4d47fc8d0c1f69fd2ec53d4a25f4af43f980ec97cdb8e3e035e7d,3f23682d11276d702fa6635aa6cc7a6b947ff9afdf4f991218c8c8e061c8ec5b,2026-09-08T19:48:19.756944+00:00,2026-09-08T19:48:28.738169+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,12,utt_f5d978e1dc5bc3628dcc::p0001-p0004,resp_0147ee2859409d56016aa066852f0c87d1811695ea8709678b,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5801,5336,16384,16384,22185,output/annotations/pilot_f3a69c2f81c587271ef5/results/00012.json,93b9ff7a5eb644ea6a5b2fe08965745b2aefc660b9f5c118d3ad4a2c53888eba,9ee5853f09b478563317d71b61bea8072de7568c47e775baef9a646cf7adc7d9,2026-09-08T19:48:20.989296+00:00,2026-09-08T19:52:10.242569+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,13,utt_f5d978e1dc5bc3628dcc::p0005-p0006,resp_06de2def9452020d016aa0668ceaac87d1a8f2210eddd425c9,gpt-5.6-luna,completed,completed,,True,5850,5336,8867,8702,14717,output/annotations/pilot_f3a69c2f81c587271ef5/results/00013.json,97e84134bd0adcbfd34ee1ec40e2986b6231e7392de4fcafe3e6668c14148b89,c16f27b0a0313259ac481bd190d32e0e233cb5dd18319e0236bcf805ea1c800c,2026-09-08T19:48:28.744467+00:00,2026-09-08T19:50:28.990995+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,14,utt_f5d978e1dc5bc3628dcc::p0007,resp_050722b1fb211db9016aa066ce297087d194c8cf3266a6d755,gpt-5.6-luna,completed,completed,,True,5779,5336,7600,7250,13379,output/annotations/pilot_f3a69c2f81c587271ef5/results/00014.json,1433e7001d75f025270790e95279aac9aea7d9457deea5c28406d41114ac3d4e,76bd95a5726654223d1e08116765481c68b659d8813f6b59df5f7355bb2bd55d,2026-09-08T19:49:34.003055+00:00,2026-09-08T19:51:14.381862+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,15,utt_f5d978e1dc5bc3628dcc::p0008,resp_055c8f62e0db5436016aa066cfee7887d1beb82537a3d1b86b,gpt-5.6-luna,completed,completed,,True,5700,5336,15863,15020,21563,output/annotations/pilot_f3a69c2f81c587271ef5/results/00015.json,d6bd776b0145d5f646faccc1563fd815936155300785c304a90105a55cfbc616,be428ec7eba3b8ea806390edc4588f0cfc43feaf7704f843e4e629ec94097eeb,2026-09-08T19:49:35.763737+00:00,2026-09-08T19:53:00.987544+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,16,utt_f5d978e1dc5bc3628dcc::p0009-p0010,resp_0e8b1e3795f29ad9016aa067bfd82887d1817deb34f8bff2e1,gpt-5.6-luna,completed,completed,,True,5806,5803,12827,11912,18633,output/annotations/pilot_f3a69c2f81c587271ef5/results/00016.json,0811094cca19473b40ff4e949941698638d054e80f12b1a856e459fdd0115c58,db3c3ea804018eae9cc6be105ce7a9e939dde39a1f965cb7695293a2b1bea012,2026-09-08T19:53:35.319241+00:00,2026-09-08T19:56:12.902133+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,17,utt_f5d978e1dc5bc3628dcc::p0011-p0012,resp_07888418e0f7c2a7016aa067bfd8e087d193e01c42930c7056,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5909,5906,16384,16384,22293,output/annotations/pilot_f3a69c2f81c587271ef5/results/00017.json,65b0c5a5d75c296f8bf755e8f1fa72ab53ccb91131b283f0e4a91d09d26547c6,77dbcc9241e79b7998dcce4dc3d8e5295826c0fb69ca4d7427260f06fd842715,2026-09-08T19:53:35.318752+00:00,2026-09-08T19:57:00.167458+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,18,utt_f5d978e1dc5bc3628dcc::p0013-p0016,resp_05b6772ca479c471016aa067bfe3bc87d1be3b09d3158562c9,gpt-5.6-luna,completed,completed,,True,5991,5988,16200,15538,22191,output/annotations/pilot_f3a69c2f81c587271ef5/results/00018.json,1fd94795498b3836448a9b5a1e2169fb290d4320eec07a8be126a215d5768295,073a45dee24831c0de88a9d89d0718694058abfd4421a17205ff772d7fdecdb8,2026-09-08T19:53:35.320444+00:00,2026-09-08T19:56:45.433289+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,19,utt_f5d978e1dc5bc3628dcc::p0017-p0022,resp_06b6fcb7c5e7f94a016aa067bfdc1887d18952ebe663d07d56,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5846,5843,16384,16384,22230,output/annotations/pilot_f3a69c2f81c587271ef5/results/00019.json,d364202e2c06078785e1f287a6f270438acf86006891ec90bbf232a1bd4ca541,4cdbc6eae86af85c4a38796a52527db8497358d527c7d94c0733af555808d46e,2026-09-08T19:53:35.322460+00:00,2026-09-08T19:56:55.201244+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,20,utt_8c30ef5e9a7e213d9dd6::p0001-p0005,resp_02f4670e5d1d4173016aa067bfbcd487d1823c2c47983bbf77,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5715,5712,16384,16105,22099,output/annotations/pilot_f3a69c2f81c587271ef5/results/00020.json,38f0a760eb34b747ba5a23b543cfc23851034eee15f4e6bc7d702752a64fa473,fdd88884854e10ddb52a8e7a5a3aec667ca2706d537ce6f67f8409ad00dfb784,2026-09-08T19:53:35.323314+00:00,2026-09-08T19:56:48.319525+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,21,utt_ee2dac9f03e0ca62dc2e::p0001-p0002,resp_094b719f03090490016aa0679d364c87d1952777582db6be4d,gpt-5.6-luna,completed,completed,,True,5677,5336,441,324,6118,output/annotations/pilot_f3a69c2f81c587271ef5/results/00021.json,2320c6838ea3869224ba590e3a910180750f0cf564066f0bc1bfe822e86d87b6,b9d22dba99552872b5606c2006d707dc5b3c246412c08d53794fdda20831d94e,2026-09-08T19:53:00.994781+00:00,2026-09-08T19:53:09.350657+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,22,utt_3fa28e82f6041a105003::p0001-p0004,resp_098b8a6f0c4d7424016aa067bfa2d487d1a079b49ba85fbbd3,gpt-5.6-luna,completed,completed,,True,5931,5928,632,516,6563,output/annotations/pilot_f3a69c2f81c587271ef5/results/00022.json,3d236b9b40b24bc675aa361c45b7382aa90f28706a70209c9c30b554b3c3f53e,e1e4085d7eda17274bc0f27758c68b84f4da3b48aeec7a7743d31d01c09db57c,2026-09-08T19:53:35.326016+00:00,2026-09-08T19:53:46.001738+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,23,utt_3fa28e82f6041a105003::p0005,resp_0216d9803d2ef6fb016aa067bfdaa087d182fc6e7bb4bb37b6,gpt-5.6-luna,completed,completed,,True,5894,5336,10378,10049,16272,output/annotations/pilot_f3a69c2f81c587271ef5/results/00023.json,9847e558f1c38698ec71b9654692f9083e99348894255bf45c206112e419c909,721edecac02d446a0498885040d484450744980d0623adfd194dd68e81689a56,2026-09-08T19:53:35.326661+00:00,2026-09-08T19:55:44.237533+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,24,utt_3fa28e82f6041a105003::p0006-p0007,resp_0972c06e82940b6b016aa067bfaa9487d1ae2c3af112e7a49f,gpt-5.6-luna,completed,completed,,True,5811,5336,1690,1552,7501,output/annotations/pilot_f3a69c2f81c587271ef5/results/00024.json,110d7347433a0caca9dbfa2df204c78f87476842a374ed4023e8c9dfc639ab7b,717555e01a349b9779ff6174fa519c03a6b2b7e73143bd40e5236f0c54de9743,2026-09-08T19:53:35.325469+00:00,2026-09-08T19:53:59.424249+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,25,utt_3fa28e82f6041a105003::p0008,resp_01d22658a2d37139016aa067bfd5b487d1a268cf76efda09ac,gpt-5.6-luna,completed,completed,,True,5743,5336,1173,1034,6916,output/annotations/pilot_f3a69c2f81c587271ef5/results/00025.json,31e7d4aa7eac74b71048b37c11459738c6ffd7b8b2c842602cb416ece358d1e2,1772bde72c28ebe2e6ad57025c1313e67963060fc85ec03a14e82eb0b5dbd22d,2026-09-08T19:53:35.327024+00:00,2026-09-08T19:53:51.421099+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,26,utt_3fa28e82f6041a105003::p0009-p0010,resp_067afc95e937a88f016aa067bfd66487d196039b8aee68603b,gpt-5.6-luna,completed,completed,,True,5694,5336,652,546,6346,output/annotations/pilot_f3a69c2f81c587271ef5/results/00026.json,b3caeb8e035bf774aa851fdf7f1c5cf07f9e19e089da57ff3099dd27215f1deb,8592c878d1127bc2168e5de91c6b5d9b8802ebe4f6fad81be7165e15c526f9b0,2026-09-08T19:53:35.327202+00:00,2026-09-08T19:53:44.832186+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,27,utt_3fa28e82f6041a105003::p0011,resp_01cd2f1b4f02bc39016aa067bfd60c87d1990dd12c650ec10d,gpt-5.6-luna,completed,completed,,True,5838,5336,9709,9322,15547,output/annotations/pilot_f3a69c2f81c587271ef5/results/00027.json,fa56cc34554618536466e36e8811a391d372d39a46560abede5dcffcb8bac58c,4b7aea72ada52d43b3d1c9b6f2b6b8a58d8ecf83386ca388f947f00af4c6240c,2026-09-08T19:53:35.327523+00:00,2026-09-08T19:55:35.811905+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,28,utt_3fa28e82f6041a105003::p0012-p0017,resp_0af77c07fa3bb81b016aa067bfeb4087d19519c09ae060163f,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5771,5336,16384,16384,22155,output/annotations/pilot_f3a69c2f81c587271ef5/results/00028.json,07fab52687661f964129b29aa50891036f811db23ac814991ea048efc5a73c01,446674217b94934591307540baa66cc85170e3c82871691dadcd2db22c0a589f,2026-09-08T19:53:35.327409+00:00,2026-09-08T19:56:55.654426+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,29,utt_f6c61c7e8c647248f5c7::p0001-p0009,resp_08aa1fcdf51a2ff3016aa067bfd81887d1a9282242682c2600,gpt-5.6-luna,completed,completed,,True,5813,5336,251,166,6064,output/annotations/pilot_f3a69c2f81c587271ef5/results/00029.json,1c08e57fcf5fe3bfe87ca97d9b4e1af9480c2fbfbd4840fadf0986b21e6803be,a6a78012e441b5bce3b72cd84e1c21894048c704d1d2ca550b07589ec5c525a3,2026-09-08T19:53:35.330334+00:00,2026-09-08T19:53:40.405961+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,30,utt_f6c61c7e8c647248f5c7::p0010-p0013,resp_025629bfd37eca66016aa067bfd99087d193a78b8e62a0bc3d,gpt-5.6-luna,completed,completed,,True,5819,5336,505,415,6324,output/annotations/pilot_f3a69c2f81c587271ef5/results/00030.json,134963ec1ac041c51b93314ea9eca12174abccaa91f748ee482d212fd78aa3ec,0467efe89158d418e93e599318309f91999feefeec17583482537332add40c97,2026-09-08T19:53:35.327738+00:00,2026-09-08T19:53:44.014014+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,31,utt_289b0fb559ca74901faf::p0001-p0003,resp_0e46ac3357ab9418016aa067bfdde887d1a4df2f127c7b2444,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5743,5336,16384,16384,22127,output/annotations/pilot_f3a69c2f81c587271ef5/results/00031.json,2aa5984559b361481d2d0391627f1b5afea417864e55e980442ec7c0fec7e5f2,b7b754f67d572dd20d857ee8ee2339c4ffebc05b810745d1ed8718803fe0b815,2026-09-08T19:53:35.328687+00:00,2026-09-08T19:56:57.783967+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,32,utt_289b0fb559ca74901faf::p0004-p0005,resp_01cadcbaa5139f03016aa067bfe2f087d19b466b8c019d4cac,gpt-5.6-luna,completed,completed,,True,5871,5336,9475,8804,15346,output/annotations/pilot_f3a69c2f81c587271ef5/results/00032.json,fc5855b40be86b4fb33952852da9ebf97459085403deef0a2d0ce8c851099201,dcc5d0130e88f6a9bf1a71c487ea675a2719b97602403b2d1160ed2f3548a586,2026-09-08T19:53:35.330400+00:00,2026-09-08T19:55:37.125966+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,33,utt_289b0fb559ca74901faf::p0006-p0008,resp_062d6b359ec8a4aa016aa067c49ae487d193c6ebf0dafc38f6,gpt-5.6-luna,completed,completed,,True,5913,5336,6652,6214,12565,output/annotations/pilot_f3a69c2f81c587271ef5/results/00033.json,7f23715cb05d70745dcfc7f9da23b6c03ea4814880a5f17a37716ed45aa7e51b,1bea5af257f143d6afcc9a50f11eb2d5da34bf7bf08b30bd452eed1899570ff7,2026-09-08T19:53:40.410696+00:00,2026-09-08T19:54:59.731927+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,34,utt_289b0fb559ca74901faf::p0009-p0013,resp_0e399ea063794ca5016aa067c8547487d18d77d47a620ecbd9,gpt-5.6-luna,completed,completed,,True,5834,5336,12286,11815,18120,output/annotations/pilot_f3a69c2f81c587271ef5/results/00034.json,19f34c4942ebe7b35e0ce3bca8fa449f413e2d0920ddabba0fd28cd8acde768a,af2b758c73d384d6b57edef75859abe8dab7413ecb144434e12a003fec4b1134,2026-09-08T19:53:44.019774+00:00,2026-09-08T19:56:17.349114+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,35,utt_5164f57b16a245992f1a::p0001-p0002,resp_00ef5d211afe1cca016aa067c8fdf487d18804ed66a86cc37c,gpt-5.6-luna,completed,completed,,True,5741,5336,10772,10358,16513,output/annotations/pilot_f3a69c2f81c587271ef5/results/00035.json,8a2b6afe228f7f549b2122f638dd3fc878b89c1d51b902951613bd4c90828ad6,e46ae390dd26925a8f3616956237a0a0791f9edf2548ec46e1fe1c5a8d50a1d9,2026-09-08T19:53:44.836896+00:00,2026-09-08T19:55:53.442899+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,36,utt_5164f57b16a245992f1a::p0003-p0004,resp_09ab1a5211ffdab5016aa067ca3a9487d1bd5512857e58a7c1,gpt-5.6-luna,completed,completed,,True,5657,5336,3415,3106,9072,output/annotations/pilot_f3a69c2f81c587271ef5/results/00036.json,fd12e261af64a2c8401348245ac5ff1891ef1f734dde28020640d00bb18028e0,e8c9b715562ce17c0b28e2cab9e423ae839a68614b93bbc7e63aec94e8c4b26c,2026-09-08T19:53:46.008486+00:00,2026-09-08T19:54:28.986916+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,37,utt_989088388c8f5eb75ab8::p0001,resp_02a4b23c46e8b49b016aa067cf961887d18135600fc8fb5baa,gpt-5.6-luna,completed,completed,,True,5521,5336,603,516,6124,output/annotations/pilot_f3a69c2f81c587271ef5/results/00037.json,7e151df77e80f464c2e87b3d25ba23a0db2d5c8e59b89e1fbc8c17235ad2f6ba,4cd39e5089862a02d9c1d28747359f7ea583ebbb11afbc493c23159862e4ffe9,2026-09-08T19:53:51.424795+00:00,2026-09-08T19:53:59.833383+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,38,utt_16b7b86cddb71ce01df4::p0001-p0003,resp_0028d3099b5c75be016aa067d7b06087d19d75c8119acdbfa9,gpt-5.6-luna,completed,completed,,True,5485,5336,595,516,6080,output/annotations/pilot_f3a69c2f81c587271ef5/results/00038.json,2f2c34b8c5eaa9028f15058287127b36749681b92556ec1a5bb58c81a1f0e587,b1a943ee2521e50091abdcedbf4cf84efd37157b72ebb6dede15f980bb25bf62,2026-09-08T19:53:59.429265+00:00,2026-09-08T19:54:08.236579+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,39,utt_a6a87dbb877aceed15ea::p0001-p0003,resp_0ff7df2ad4135139016aa067d8049c87d19bb7636e4f5355de,gpt-5.6-luna,completed,completed,,True,6020,5336,1685,1552,7705,output/annotations/pilot_f3a69c2f81c587271ef5/results/00039.json,90cf9c74abc1e205ef7dea4058c51e4f895e677e00f48054f39a2141a8a30e34,1c1fe5281ef96603b7837d6159a491751f3d00b273b35d31b15983fcb73f515c,2026-09-08T19:53:59.838111+00:00,2026-09-08T19:54:23.612632+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,40,utt_a6a87dbb877aceed15ea::p0004-p0007,resp_0645c1729f5052ea016aa067e0718c87d1beca9bbbcba1fb21,gpt-5.6-luna,completed,completed,,True,5969,5336,11532,11394,17501,output/annotations/pilot_f3a69c2f81c587271ef5/results/00040.json,bd9da72d69ea2b33f95b14b645867f2d919cd746edd31c3eed300d16c67321c2,504208eae274b73338383559ea14ea1514dcaab2b6cec4fe6cb36dbd573b0381,2026-09-08T19:54:08.240580+00:00,2026-09-08T19:56:27.584456+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,41,utt_a6a87dbb877aceed15ea::p0008-p0014,resp_09b13a7736f9c340016aa067efc75c87d1b61e1d8415888bd8,gpt-5.6-luna,completed,completed,,True,5817,5336,2239,2070,8056,output/annotations/pilot_f3a69c2f81c587271ef5/results/00041.json,e6bc1e7478748b04552d0170aaaad3f99fd18e901b7f8301a205915612a3e2c2,3e5ecf2dcf440fa6cd984f3d2d8045344625775f2378bf489494d7419f826a61,2026-09-08T19:54:23.616210+00:00,2026-09-08T19:54:52.841094+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,42,utt_e83df4d71a02276035ec::p0001-p0007,resp_0f880b62788164e2016aa067f52bac87d1a33ba517eaf5b287,gpt-5.6-luna,completed,completed,,True,6001,5336,9141,8724,15142,output/annotations/pilot_f3a69c2f81c587271ef5/results/00042.json,3a69e90cbcca8e96f7b43e658ce2616bd672947896e924f490d0ce26bd994ef9,48c6806301c257b293b7a3da92d4d88e5420b457e1ea0f462f3166f1542db48a,2026-09-08T19:54:28.991706+00:00,2026-09-08T19:56:20.145860+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,43,utt_e83df4d71a02276035ec::p0008-p0014,resp_0efdad246860065d016aa0680d011887d19d5a816ff2687315,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5850,5336,16384,16384,22234,output/annotations/pilot_f3a69c2f81c587271ef5/results/00043.json,207226ebdd93b895aeaa5df2c2cefa24b58debac85ddc71ec71c49b973aab424,04fbc3305208a7d4bb2b976dc0fa9272a19b19c8fb8de64fe3b8a235b727200c,2026-09-08T19:54:52.845148+00:00,2026-09-08T19:58:07.016648+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,44,utt_ebb38da6519ff7d3cdec::p0001-p0002,resp_00552832cc9ea091016aa06813ebc887d1bce1497f4d743454,gpt-5.6-luna,completed,completed,,True,5861,5336,623,516,6484,output/annotations/pilot_f3a69c2f81c587271ef5/results/00044.json,d3a0025043071068ad80158eaeeebb0cbe171184d07a4bf1d063c74ac054ba6a,6214a325132508b09a9a49c99a074c012ce90dd3694a74835ec72a691686b808,2026-09-08T19:54:59.735319+00:00,2026-09-08T19:55:09.347262+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,45,utt_4c53b710b40430edbd03::p0001-p0004,resp_068d1e9a413b8803016aa0681d869887d188b3255cb369a5cc,gpt-5.6-luna,incomplete,incomplete,max_output_tokens,True,5843,5336,16384,16384,22227,output/annotations/pilot_f3a69c2f81c587271ef5/results/00045.json,26e8a7923dd4861fde877469ab17066610655e1905bf6c75669ae94e098f1307,4eeaa8324c43d0bdbf9cf5f5c974ec31681dd725b5ba2dfcd94aba0720d973a7,2026-09-08T19:55:09.352320+00:00,2026-09-08T19:58:28.312558+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,46,utt_4c53b710b40430edbd03::p0005,resp_00960b17b33f4e62016aa06837fc2487d1ac776d97232bc6a4,gpt-5.6-luna,completed,completed,,True,5776,5336,4488,4331,10264,output/annotations/pilot_f3a69c2f81c587271ef5/results/00046.json,b4c4659e1c64e0586130ad807f008328eeded6ac582885b83e72c5b0f34ad5dc,1ea42090fec17229c77cf4642dfe64a3e6839f17fe1c0758c24f6f5b2a984207,2026-09-08T19:55:35.822674+00:00,2026-09-08T19:56:31.391766+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,47,utt_4c53b710b40430edbd03::p0006,resp_04d4874573aecf75016aa06839540487d18f7f76b5cb93c73a,gpt-5.6-luna,completed,completed,,True,5671,5336,6806,6392,12477,output/annotations/pilot_f3a69c2f81c587271ef5/results/00047.json,9dd5ae63c160ff7d8e5728f7d000407aa1574df83882ee58cf09303fdc93e086,a408aac84e51e9865d342b0f06388907eb496d47ce7c03aebf900dad6a640786,2026-09-08T19:55:37.132328+00:00,2026-09-08T19:56:57.697415+00:00,False
pilot_f3a69c2f81c587271ef5,pilot,48,utt_4c53b710b40430edbd03::p0007-p0009,resp_09c91fe3c055020f016aa068406d1887d1be6825770e2af44b,gpt-5.6-luna,completed,completed,,True,5773,5336,6714,6214,12487,output/annotations/pilot_f3a69c2f81c587271ef5/results/00048.json,955eb539d3102ea0dd480a19dc6cbd95e80be5ffa93073ab0d3b62d989ef1dba,59bf30f0118deacee0d5a2b000ed1ef08f87f99413258c9f043026d7bd5f7a07,2026-09-08T19:55:44.241353+00:00,2026-09-08T19:57:00.662959+00:00,False
