"day","created_at","user","text","Argument1","Topic.1","Position.1","Argument2","Topic.2","Position.2","Argument3","Topic.3","Position.3","Strategy","X","party","community"
"21/09/2014","21/09/2014 02:07","9da2d290","Gerard van Elsen inteviewt Jolanda Verburg -oa lijsttrekker  de  Groenen- https://www.youtube.com/watch?v=a2Mf7pWPYY0&feature=youtu.be&t=11m50s … #Flowtowns #Basisinkomen","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 06:27","ebd9bec4","@6b68f885 @d1164dfd @939026a7 Ja er wordt totaal > 80 miljard p.j.uitgekeerd aan soc. uitkeringenn omzetten in basisinkomen.nl","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 06:53","ebd9bec4","Nieuw belastingstelsel via @a6c38069 vereenvoudiging i.d.p. basisinkomen.nl http://bit.ly/1rbGKxT ","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 07:09","ebd9bec4","@6724b110 voorzetje belasting herziening.","","","","","","","","","","Part","",NA,1
"21/09/2014","21/09/2014 07:11","ebd9bec4","@6724b110 92 miljard zorg , 20 % naar basisinkomen.Dan hebben 14 miljoen mensen 'n basisinkomen van > 700 euro per maand","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 07:14","ebd9bec4","@a6c38069 vertel toen het basisinkomen AOW werd ingevoerd in de 50 e jaren de economie kreeg 'n enorm impuls ","GROWTH","Economic growth","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 07:18","ebd9bec4","@6724b110 toen het basisinkomen AOW werd ingevoerd trok de economie enorm aan . Met OBI bestaat de WW ,Bijstand ,AOW niet meer .","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 07:19","ebd9bec4","@6724b110 bestudeer ook mijn site mixfondsenentrackersvanbert.nl heb v.a mijn 55 jaar basisinkomen.nl met het hoogste risicoprofiel.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 08:00","c5f777b1","@82ca0df9 schrijft over het basisinkomen experiment-in-wording van MIESLab: http://bit.ly/motherboardnl  #gratisgeld #tegenlicht","EXPERIMENT","Experimental","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 08:07","09386e0e","Laat ik vandaag uitroepen tot #basisinkomen-dag. Zin in #Tegenlicht vanavond. Basisinkomen uitgelegd, voors & tegens: http://www.vox.com/2014/9/8/6003359/basic-income-negative-income-tax-questions-explain …","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 08:17","8978f5cf","@b57ef2bc Zie meermaals anderen azen op ""onze"" pensioengelden. Oa bij het debat aangaande basisinkomen","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 08:22","b57ef2bc","@8978f5cf uiteraard. Een pot van 1200 miljard is niet niks..","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 08:26","8978f5cf","@b57ef2bc Elke cent die daar van af wordt geknabbeld, gaat niet naar jouw of mijn pensioen. En wie heeft dat geld in die pot gestopt? Juist","","Pension reform","Con","","","","","","","Claim","",NA,NA
"21/09/2014","21/09/2014 08:28","b57ef2bc","@8978f5cf iedereen fie werkte of nu werkt. Als ik die loonafschriften zie schrik ik altijd.","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 08:34","8978f5cf","@b57ef2bc En daar willen anderen mooie sier mee maken. Laat mij, mijn gezin en mijn pensioen met rust!","","Pension reform","Con","","","","","","","Claim","",NA,NA
"21/09/2014","21/09/2014 08:37","2ca9a471","Vergeet niet te kijken vanavond. #Basisinkomen Tegenlicht 21:05 NPO2","","","","","","","","","","Recommended","",NA,NA
"21/09/2014","21/09/2014 08:52","0d33e6b1","Het Groningse MIESLab start binnenkort een experiment met 'gratis geld' | Motherboard #basisinkomen - http://motherboard.vice.com/nl/read/blijkt-gratis-geld-de-oplossing-voor-de-haperende-verzorgingsstaat …","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 08:53","4be0e81f","Vanavond in VPRO #tegenlicht het basisinkomen voor iedereen. Interessant concept.","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 09:14","cad3cf06","In @c5f777b1 staat vnv 21.04u 't onvoorwaardelijk #basisinkomen centraal. Een bevrijdend, emanciperend en verbindend idee. Kijken dus!","FREEDOM","Freedom","Pro","TRUST","","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 09:20","09386e0e","Het #basisinkomen als efficient alternatief voor de #verzorgingsstaat spreekt conservatieven aan. Prachtig interview: http://knowmore.washingtonpost.com/2013/11/16/a-fox-news-anchor-just-endorsed-something-youd-never-expect …","DEREGULATION","Deregulation","Pro","LIBERAL","","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 09:33","21ba6516"," Gratis Geld http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html … #tegenlicht #basisinkomen Vanavond 21.05 op @a8606606: @c5f777b1 over een onvoorwaardelijk basisinkomen","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 10:34","b68cf81e","vanavond #tegenlicht het #basisinkomen tegen het licht gehouden #kijken!!","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 10:46","8d32e530","@0936f5e1 @cc85c6e5 Het is maar goed dat Samsom het #basisinkomen niet omarmt want hij besmet alles met zijn woorden. #buitenhof ;-)","SOCIALIST","Socialist","Con","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 11:21","377006f3","Ga jij ook #Tegenlicht kijken vanavond? Thema: basisinkomen voor iedereen #benieuwd","","","","","","","","","","Recommend","",NA,3
"21/09/2014","21/09/2014 11:28","21ba6516","Vanavond 21.05 op @a8606606: @c5f777b1 over mogelijkheden onvoorwaardelijk basisinkomen voor iedereen
Gratis Geld","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 11:40","09386e0e","Een #basisinkomen geeft keuzevrijheid; stimuleert creativiteit en ondernemerschap. http://www.nytimes.com/2013/11/17/magazine/switzerlands-proposal-to-pay-people-for-being-alive.html?pagewanted=1&_r=0&ref=annielowrey …","FREEDOM","Freedom","Pro","ENTREPRENEURS","Entrepreneurship","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 11:46","5c50fb54","@09386e0e fraudeongevoelig en weinig transactiekosten","DEREGULATION","No fraud","Pro","AFFORDABLE","Affordable","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 11:52","8d32e530","@79c46625 @7c7dd3e0 Ik ben nu juist benieuwd wat de 'utopische' gevolgen van het #basisinkomen als pragmatische 'maatregel' kunnen zijn.","REVOLUTIONARY","Revolutionary","Con","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 12:20","21ba6516","De utopieën van @79c46625 gaan nog niet ver genoeg","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 12:22","74748ee4","Kijk vanavond naar Tegenlicht (21.05 NPO2) over het basisinkomen en het geslaagde Canadese experiment uit de jaren 70 #kwartiermaken","EVIDENCED","Evidenced","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 13:04","e88b236c","@21ba6516 en al die arme ambtenaren bij de belastingdienst afd. Toeslagen. hebben dan plotseling niks meer te doen...","DEREGULATION","Deregulation","Pro","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 13:13","ae5f6b81","Onvoorwaardelijk basisinkomen? http://wp.me/p2CBTU-k3 ","","","","","","","","","","Claim","",NA,NA
"21/09/2014","21/09/2014 13:13","09386e0e","In het Canadese #Mincome-experiment, dat 5 jaar duurde, leidde het #basisinkomen niet tot lagere arbeidsparticipatie: http://en.m.wikipedia.org/wiki/Mincome ","FREERIDING","Idleness","Con","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 13:16","1ffb6f78","RT @974ef3f5: Waarom wachten tot ons #pensioen #basisinkomen http://bit.ly/MGgrKr ...","LEISURE","Leisure time","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 13:21","ae5f6b81","Onvoorwaardelijk basisinkomen? (2) http://wp.me/p2CBTU-k7 ","","","","","","","","","","Claim","",NA,NA
"21/09/2014","21/09/2014 13:25","7b31d197","Onvoorwaardelijk basisinkomen? (2) http://www.driegonaal.nl/caleidoscoop/1247-onvoorwaardelijk-basisinkomen-2/ …","","","","","","","","","","Claim","",NA,NA
"21/09/2014","21/09/2014 13:37","e4a73b74","om 21.05 op @a8606606: @c5f777b1 mogelijkheden basisinkomen voor iedereen","","","","","","","","","","Recommend","",NA,3
"21/09/2014","21/09/2014 14:00","4de7f040","Een systeem waarin iedereen een basisinkomen. Kan dat? Vanavond in Tegenlicht. Plaat van de dag: http://bit.ly/1uNrCaj ","","","","","","","","","","Recommend","",NA,3
"21/09/2014","21/09/2014 14:11","e70544c6","vanavond om 21.04 op ned2 aflevering @c5f777b1 over #gratis #geld met @235efb8b http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html … #basisinkomen","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 14:23","09386e0e","Einde van de #verzorgingsstaat financiert een #basisinkomen boven bijstandsnivo. En maakt zo ook het marktverstorende minimumloon overbodig.","DEREGULATION","Deregulation","Pro","MINIMUM WAGE","labour cost","Pro","SECURITY","Security","Pro","Claim","",NA,1
"21/09/2014","21/09/2014 14:26","d4f6cb00","@09386e0e nu maar hopen dat onze overheid geen laatbloeier is!","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 14:31","cc565297","Vanavond in #Tegenlicht. Een #basisinkomen, een goed idee? Ik denk van wel. Recensie van Gratis Geld @79c46625 http://downtoearthmagazine.nl/gratis-geld-voor-een-betere-wereld/ …","FREE MONEY","","Pro","","","","","","","Claim","",NA,3
"21/09/2014","21/09/2014 14:33","a337525b","Vanavond in #Tegenlicht. Basisinkomen, een goed idee? Wij vinden van wel. Recensie Gratis Geld door @bb65037b http://downtoearthmagazine.nl/gratis-geld-voor-een-betere-wereld/ …","FREE MONEY","","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 14:48","394595f8","Vanavond in Tegenlicht om 21.00uur op NPO2 aflevering over basisinkomen in Nederland. Promo Gratis Geld: http://youtu.be/xx8-wl_Ufas  via @124086d0","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 15:16","1ffb6f78","RT @c5f777b1: @82ca0df9 schrijft over het basisinkomen experiment-in-wording van MIESLab: http://bit.ly/motherboardnl  #...","AUTOMATION","Robotisation","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 15:18","c5f777b1","We zochten in Canada ervaringsdeskundigen met het #basisinkomen op. VPRO Tegenlicht om 21.05u op #npo2: http://bit.ly/tlgratisgeld  #tegenlicht","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 15:21","35ad4f90","Vanavond in #Tegenlicht: Gratis geld (Basisinkomen) op NPO2","FREE MONEY","","Pro","","","","","","","Recommend","",NA,2
"21/09/2014","21/09/2014 15:53","6376d3d7","Kijktip  #NPO2 #tegenlicht #basisinkomen en gratis geld.","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 15:54","1c65b087","@ee7c23ff vanavond in #tegenlicht een aflevering over het #basisinkomen ben benieuwd","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 16:03","6327310a","Vanavond #Tegenlicht (NPO2, 21.05 uur) over het #basisinkomen! Het werkt gewoon!","EVIDENCED","Effective","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 16:05","b86ef45d","NL : Gratis' geld effectief tegen armoede  - Een basisinkomen voor iedereen is geen utopie, betoogt Ruud... http://dlvr.it/6z625M ","SECURITY","Poverty","Pro","EVIDENCED","Effective","Pro","UNREALISTIC","Unrealistic","Con","Claim","",NA,1
"21/09/2014","21/09/2014 16:09","59ce1548","Erg benieuwd naar #tegenlicht vanavond #basisinkomen","","","","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 16:14","195004fb","VPRO Tegenlicht - http://www.npo.nl/vpro-tegenlicht/21-09-2014/VPWON_1219695 … Vanavond over een uitzending over het Basisinkomen!","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 16:30","2fee6fc5","@a330da20 @c5f777b1 @235efb8b & aansl. deze week #meetup in A'foort, A'dam, R'dam & Groningen http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html … #basisinkomen","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 16:41","2fee6fc5","@09386e0e vanavond dus hè 21.05 @c5f777b1","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 16:46","a4020fb5","Vanavond 21.04 op ned2 @c5f777b1 over #basisinkomen #gratisgeld http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html …","","","","","","","","","","Recommend","",NA,3
"21/09/2014","21/09/2014 16:52","7dbbfc95","En vanavond ook @c5f777b1 over onvoorwaardelijk basisinkomen in aflevering over gratis geld! http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html … #tegenlicht #ned2","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:01","5d7feb3b","@75d8e6be Steeds vaker hoor je dat dwaze idee van het #basisinkomen. ""Geloof ons, deze keer gaat communistische herverdeling WEL werken!""","SOCIALIST","Communist","Pro","UNREALISTIC","Not crazy","Pro","REDISTRIBUTION","","Pro","Claim","",NA,2
"21/09/2014","21/09/2014 17:09","2fa0c8c1","TV tips: NPO 2 19:45 NTR Academie met @f1479f99  NPO 2 21:05 VPRO Tegenlicht. Gratis geld. Basisinkomen? ","FREE MONEY","","Pro","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 17:11","2fa0c8c1","Nieuwsgierig naar uitzending @c5f777b1 over basisinkomen zonder voorwaarden.","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 17:12","f51b080a","Vanavond #Tegenlicht over ""Gratis #geld"". NPO2 om 21.05 uur. #basisinkomen http://bit.ly/XTZJ4G ","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:13","8c5237a3","Vanavond om 21.05 uur @c5f777b1 over het basisinkomen #tegenlicht","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:15","104f50c4","Tegenlicht vanavond 21.05 uur op Ned 2, over basisinkomen, iets wat gewoon normaal hoort te zijn.....","UNREALISTIC","Not crazy","Con","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 17:16","1ffb6f78","RT @c5f777b1: We zochten in Canada ervaringsdeskundigen met het #basisinkomen op. VPRO Tegenlicht om 21.05u op #npo2: ht...","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:18","a5c8af5a","Vanavond om 21.05 uur @c5f777b1 op NPO2 over basisinkomen: http://www.tvgids.nl/Tegenlicht/programma/17217829/ … #RBE #TZM","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:28","1ce41f07","Stel dat we iedereen in Nederland een basisinkomen geven, zonder voorwaarden. TV NPO2 21.00 uur @c5f777b1 http://youtu.be/xx8-wl_Ufas ","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 17:28","b1b3e3a9","“@8c5237a3: Vanavond om 21.05 uur @c5f777b1 over het basisinkomen #tegenlicht” @9d1f19e2 Past bij idee van De Baliegroep","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:30","c5f777b1","We vroegen @235efb8b om het #basisinkomen door te rekenen. VPRO Tegenlicht om 21.05u op #npo2: http://bit.ly/tlgratisgeld  #tegenlicht","AFFORDABLE","Affordable","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 17:37","88662e3a","Vanavond: @c5f777b1 : Gratis geld voor iedereen.","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:38","30599216","Vanaf om 21.05 uur op 2 Tegenlicht over het basisinkomen. Een partij die er al een tijdje aan werkt is http://bit.ly/1tNIA9r .","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 17:40","723f060b","Gratis geld...Stel dat we iedereen een basisinkomen geven, zonder voorwaarden. Een verkenning bij #tegenlicht: http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html ….","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 17:47","0d15eb14","Vanavond @c5f777b1 over het onvoorwaardelijke basisinkomen. Dat zijn pas hervormingen!","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Express","","gl",1
"21/09/2014","21/09/2014 18:14","2fee6fc5","@c5f777b1 @235efb8b zijn veel te verwachten sociale opbrengsten nog niet in meegerekend #dus","AFFORDABLE","Affordable","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:16","1ffb6f78","RT @c5f777b1: We vroegen @235efb8b om het #basisinkomen door te rekenen. VPRO Tegenlicht om 21.05u op #npo2: http://t...","AFFORDABLE","Affordable","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 18:18","0743297c","Ha, het gaat vanavond over #basisinkomen bij @c5f777b1 !","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 18:19","e131ee0b","Straks #Tegenlicht over het #Basisinkomen Ziet dat allen! 21 uur Ned. 2","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 18:29","41280d47","Straks # tegenlicht kijken, gaat over # basisinkomen.","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 18:30","34208bc8","Tegenlicht: documentaire: wat als iedereen een basisinkomen krijgt. Lijkt me erg interessant. 21.05  NPO2","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 18:33","b7d33ce5","Vanavond in @c5f777b1: een basisinkomen voor iedereen. Gratis geld dus. Ik ben bij voorbaat voor. Weg met de loonslavernij.","FREEDOM","Freedom","Pro","FREE MONEY","","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:37","8a954427","Wat kost volgens @235efb8b een basisinkomen voor iedereen? Zie VPRO Tegenlicht om 21.05 uur op npo2 http://bit.ly/tlgratisgeld ","AFFORDABLE","Affordable","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 18:38","425e0a35","@a8606606 @c5f777b1 21:05 uur Iedereen een #basisinkomen #politiek #emancipatie of #revolutie #plutocraten #plutocratie #nieuws","REVOLUTIONARY","Elitism","Con","FREEDOM","Freedom","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:38","04a2d899","VPRO Tegenlicht gaat vanavond over het basisinkomen.Hoe begin je een beschaving?....met een persoonsgebonden... http://fb.me/75MSMkaiV ","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Claim","",NA,3
"21/09/2014","21/09/2014 18:39","518b857b","Tegenlicht - Zes rekenmodellen voor basisinkomen. Conclusie: leuk idee, maar voorlopig niet realistisch.  http://tegenlicht.vpro.nl/nieuws/2014/september/rekenmodellen.html …","UNREALISTIC","Unrealistic","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 18:44","4c18a558","Als u van mening bent dat het anders moet, kijk dan zo naar #Tegenlicht op NPO2 over het basisinkomen, hoe het anders kan :)","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 18:45","79c46625","Bijsluiter voor Tegenlicht: basisinkomen 'doorrekenen' is flauwekul. We kunnen nu al niks goed doorrekenen, laat staan zoiets radicaals.","AFFORDABLE","Affordable","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:45","c5f777b1","Bekijk over 20 minuten de Tegenlicht-aflevering Gratis geld over het invoeren van een basisinkomen. http://bit.ly/tlgratisgeld  #npo2 #tegenlicht","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 18:47","1d2e6623","Vanavond 21:05 uur Ned 2 - TEGENLICHT Stel dat iedereen in Nederland een basisinkomen krijgt zonder... http://fb.me/3bk8Z5JGi","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 18:48","09386e0e","Om 21.05u #Tegenlicht (NPO2) over het #basisinkomen. Hoe een kleine overheid een barmhartige samenleving faciliteert: pic.twitter.com/CRRBo5O2Q5","DEREGULATION","Deregulation","Pro","TRUST","Trust","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:48","36ad18b7","@79c46625 mm, het gaat je dus om het principe, maar het klinkt wel als meer dan gedachte-experiment, maar praktische gevolgen boeien niet?","","","","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 18:48","4c18a558","Van een samenleving waar veel wantrouwen is terug naar vertrouwen als de basis? Met het basisinkomen? #Tegenlicht","TRUST","Trust","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:49","28390c35","Straks 21:05 uur NOG 2 Tegenlicht documentaire ""Gratis Geld"" , basisinkomen als oplossing voor gevolgen van robotisering","AUTOMATION","Robotisation","Pro","FREE MONEY","","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:49","ee03b1d0","@c5f777b1 @435b0e3b","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 18:50","a8606606","Stel dat we iedereen in Nederland een basisinkomen geven, zonder voorwaarden. Vanavond om om 21:04 in #Tegenlicht http://ow.ly/BIwrl ","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 18:50","252a3637","@09386e0e Wat zou het geweldig zijn als dit basisinkomen voeten in aarde krijgt in Nederland.","","","","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 18:51","4c18a558","Een basisinkomen is communistisch? Het is vrijheid voor iedereen, zou een echte liberaal ook voor moeten zijn lijkt me?","SYNTHESIS","Synthesis","Pro","FREEDOM","Freedom","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:51","95d975a3","@09386e0e en welke partij moet je stemmen hiervoor?  Tja..","","","","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 18:51","c0dae6a3","@4c18a558 dank voor de tip, wordt mogen via uitzendinggemist","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 18:52","c4520c67","@c5f777b1 #Basisinkomen is ook een beter #alternatief voor bijstand.","SOCIAL BENEFITS","Social assistance","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:52","dceacdbe","Stel dat we iedereen in Nederland een basisinkomen geven, zonder voorwaarden.  Tegenlicht verkent om 21:00 uurde... http://fb.me/1CcRjnHHk ","","","","","","","","","","Recommend","",NA,8
"21/09/2014","21/09/2014 18:52","e7b5ac5a","Om 21:05 u @c5f777b1 over de (on)mogelijkheden van een #basisinkomen. Dat is pas belastingstelsel herzien! http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html …","INNOVATION","Tax reform","Pro","","","","","","","Express","",NA,3
"21/09/2014","21/09/2014 18:53","779df48b","Voor “@09386e0e: 21.05u #Tegenlicht over #basisinkomen. Hoe kleine overheid barmhartige samenleving faciliteert: pic.twitter.com/A5MN8af3FN”","DEREGULATION","Deregulation","Pro","TRUST","Trust","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:54","36ad18b7","@09386e0e je denkt: die @207b5676 kijkt nu toch niet, dan kaap ik ff dat 'barmhartig'? Lekker dan. #tegenlicht ;-)","","","","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 18:55","79c46625","@36ad18b7 gaat juist om praktische gevolgen, niet om papieren rekensom","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 18:55","ff3b4621","(@c5f777b1, N2, 21:04 uur) Naar een nieuw #SociaalModel: #BasisInkomen","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 18:55","81851620","Wat als je iedereen in Nederland een basisinkomen geeft? #Tegenlicht gaat op verkenning uit. 21:05 @a8606606 http://ow.ly/BGZYZ ","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 18:55","4c18a558","@c0dae6a3 graag gedaan ;)","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 18:59","a7900548","Nu dus. Uitzending @c5f777b1  Over basisinkomen voor iedereen zonder voorwaarden. #ned2 #tegenlicht #benieuwd http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html …","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:01","a043cd78","Speciaal voor alle burgemeesters: nu de TV op NPO2 zetten en de #tegenlicht aflevering over het basisinkomen bekijken. Proeftuin gezocht!","EXPERIMENT","Experimental","Pro","","","","","","","Rally","",NA,3
"21/09/2014","21/09/2014 19:02","6d13e082","'het einde van de loonslaaf' totaal verkeerde frame. Totaal besides the point. #tegenlicht #basisinkomen","FREEDOM","Freedom","Con","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:02","609ee113","Straks de tijdlijn weer vol met #Tegenlicht. Ik kijk er naar uit :) #basisinkomen","","","","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 19:02","235efb8b","@79c46625 gaat om ordes van grootte wel nuttig, kijk zo maar","AFFORDABLE","Affordable","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:03","cc1225bf","kijk nu: @c5f777b1: @235efb8b, basisinkomen door rekenen. VPRO Tegenlicht om 21.05u op #npo2: http://bit.ly/tlgratisgeld  #tegenlicht”","AFFORDABLE","Affordable","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:03","b36a7d3d","#tegenlicht begint: gratis geld en het #basisinkomen.","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:03","7207878e","“@c5f777b1: Tegenlicht-aflevering Gratis geld over het invoeren van een basisinkomen. http://bit.ly/tlgratisgeld  #npo2 #tegenlicht”","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:03","cad3cf06","#NU de langverwachte #Tegenlicht-uitzending 'Gratis geld' over het #basisinkomen. http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html … op #ned2 #npo2 #obi #UBIE","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:04","42c84bc0","Kijktip! Nu VPRO #Tegenlicht over het basisinkomen in #GratisGeld https://www.ziggo.nl/entertainment/tv-gids …","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:05","c5f777b1","De uitzending 'Gratis geld' begint nu op #npo2. Ook live te volgen op onze website http://tegenlicht.vpro.nl/live  #tegenlicht #basisinkomen","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:05","5ac0d4f8","Hèhè, het is weer zondagavond, tijd voor #Tegenlicht... Nieuwe tijden? Iedereen een basisinkomen? Utopie of werkelijk mogelijk?","UNREALISTIC","Unrealistic","Con","REVOLUTIONARY","Revolutionary","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:05","066e462f","Vanavond @c5f777b1 Nederland een basisinkomen zonder voorwaarden. begint nu, #npo2","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:06","a688ce72","Basisinkomen krijgen....nu op @c5f777b1 ......","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:06","d4ba45a0","Nu bij @c5f777b1: #basisinkomen voor iedereen. Een nieuw sociaal model? Of een nieuw ""sociaal"" model?","REVOLUTIONARY","Revolutionary","Con","","","","","","","Ask","",NA,2
