"day","created_at","user","text","Argument1","Topic.1","Position.1","Argument2","Topic.2","Position.2","Argument3","Topic.3","Position.3","Strategy","X","party","community"
"05/08/2015","05/08/2015 12:37","3f55fbad","Scott, here's the deal: http://t.co/ywEGecpkNh #basisinkomen #ToughEnough","","","","","","","","","","Spam","",NA,NA
"05/08/2015","05/08/2015 12:37","66c1be91","@83bc9c11 krijgen we dan ook te horen waarom dit ten onrechte een #basisinkomen wordt genoemd?","SOCIAL BENEFITS","","Con","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:38","3f55fbad","Travelling to #MariaRain? Check out these sweet deals! http://t.co/hzx7E30mDM #basisinkomen","","","","","","","","","","Spam","",NA,NA
"05/08/2015","05/08/2015 12:39","322e19c9","Gratis geld, met busladingen vol komen ze cashen #manman #basisinkomen","FREERIDING","","Pro","FREE MONEY","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 12:39","3052cdfe","@4c18a558 Well, wat ik vandaag allemaal las had niks met #Basisinkomen te maken. Dit zei ik @b200c951 @a9a3090f.twitter.com/arfk0LkIPH","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:40","3052cdfe","@4c18a558 En ik herhaal het zolang niemand luistert. @b200c951 @8e750f50","","","","","","","","","","Reply","",NA,2
"05/08/2015","05/08/2015 12:40","3753592e","@2913f900 gezocht, alleen al de Bijstand kost 8 miljard http://t.co/kJ947LTgFo hypotheekrente aftrek/ huurtoeslag +/- 15 miljard, 1/2","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:41","4bf318b5","Basisinkomen is toch wel het toppunt van wanbeleid. #basisinkomen #pvda","","","","","","","","","","Express","",NA,NA
"05/08/2015","05/08/2015 12:42","4c18a558","@3052cdfe @b200c951 @8e750f50 Het is bijstand zonder voorwaarden, gaat de goede kant op en mss is het wel max haalbare","UNCONDITIONAL","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:42","41f9e469","Over proeven met het #basisinkomen en de #vrijeinloopbijstand. http://t.co/mzdRXOtbq8","EXPERIMENT","","Pro","DEREGULATION","","Pro","SECURITY","","Pro","","",NA,3
"05/08/2015","05/08/2015 12:43","3052cdfe","@4c18a558 Nee, dit is grapjasserrij, je doet het goed of je doet het nooit. @b200c951 @8e750f50","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:43","3753592e","@2913f900 sociale uitkeringen 169 miljard en dan heb je nog niet eens de kosten voor uitkeringsfraude aanpak, dus..... 2/2","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:43","c79ca624","@7ba527a7 Het zijn geen experimenten basisinkomen imo. Het zijn experimenten regelvrije bijstand.","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:44","3052cdfe","@4c18a558 En als je het goed doet dan moet je er veel verder over nadenken, dan moet alle bureaucratie kapot. @b200c951 @8e750f50","BUREAUCRACY","","Pro","DEREGULATION","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 12:44","e6d55c7c","Hoe het basisinkomen Nederland verovert https://t.co/kSEMNAHb9D #decorrespondent","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 12:44","e6d55c7c","Hoe het basisinkomen Nederland verovert https://t.co/2iiqq9Mr5Z #decorrespondent","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 12:45","4c18a558","@3052cdfe @b200c951 @8e750f50 Bijstand zonder voorwaarden vind ik een goed begin, niet genoeg, maar wel een stapje voorwaarts","SOCIAL BENEFITS","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:45","6a3ffb38","@b97138fd interessant!Toch invoer basisinkomen? ""Geen tegenprestatie meer nodig voor krijgen bijstand /via @aa4b5cec"" http://t.co/7HfVT8F4mU","UNCONDITIONAL","","Pro","","","","","","","","",NA,4
"05/08/2015","05/08/2015 12:45","4c18a558","@3052cdfe @b200c951 @8e750f50 Dat sowieso natuurlijk.. Nou ja alle... Niet alle wat mij betreft maar wat betreft uitkeringen ed bijna alle","DEREGULATION","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:47","3052cdfe","@4c18a558 Wat kunnen we hier mee, dit is een afhamerpunt in den beginne. @b200c951 @8e750f50","","","","","","","","","","Unclear","",NA,2
"05/08/2015","05/08/2015 12:47","c79ca624","@2913f900 @3753592e Idd jammer dat niemand met een goede rekensom komt. Liefst één waarin ook afschaf HRA, huur en zorgtoeslag is meegenomen","AFFORDABLE","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:47","a337525b","Mensen zijn arm omdat ze geen geld hebben Herlees onze recensie v Gratis Geld pleidooi @79c46625 voor #basisinkomen https://t.co/hPj6vI53UN","SECURITY","","Pro","FREERIDING","","Con","","","","","",NA,1
"05/08/2015","05/08/2015 12:48","c79ca624","@2913f900 @3753592e En wat doen we met bijzondere bijstand en schuldhulpverlening. Afschaffen ten bate van basisinkomen?","NEED","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:48","3753592e","1.200€ p/m #basisinkomen kost 193 miljard, sociale uitkeringen 169 miljard en dan nog alle kosten voor fraude en toeslagen....

#kipenei","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:49","3052cdfe","@4c18a558 Moeten we verplicht de uitkeringen ophogen om huur/zorg subsidie te dumpen dan moet je ook aan min loon zitten.@b200c951 @8e750f50","MINIMUM WAGE","","Pro","DEREGULATION","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 12:49","c67041e7","@79c46625 dank. Echter het niet-universele basisinkomen slaat de effecten en principes ervan onder weg. Maar dat is een mening…","UNIVERSAL","","Pro","SOCIAL BENEFITS","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 12:50","3753592e","@93d36afe @2913f900 ik riep er net al een paar: 169 miljard sociale uitkeringen, ×/- 15 miljard hypotheekrente aftrek /huurtoeslag, etc.","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:50","4c18a558","@3052cdfe @b200c951 @8e750f50 Wil je het echt goed doen, moet er veel veranderen idd","REVOLUTIONARY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:51","d0ee8903","@3052cdfe helemaal mee eens! Dit is alleen een uitkering zonder voorwaarden. Basisinkomen is voor iedere burger!","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:51","e7de2095","Gemeenten experimenteren met basisinkomen http://t.co/uFPBpp8Vyo  Vertrouwen als basis, prachtig. Ben zeer benieuwd.","EXPERIMENT","","Pro","TRUST","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 12:51","3753592e","@93d36afe @2913f900 bij #basisinkomen van 1200 p/m zijn deze 'niet nodig' omdat inkomen uit wwb lager is","DEREGULATION","","Pro","NEED","","Con","","","","","",NA,1
"05/08/2015","05/08/2015 12:52","c79ca624","@3753592e @2913f900 Zeker weten dat een PW-er met €960 bijstand hoger uitkomt dan €1200 als je huur- en zorgtoeslag meerekent.","NEED","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:53","3052cdfe","@4c18a558 @b200c951 @8e750f50 Wat, aan min loon zitten is lastig, Duitsland heeft het nog immer niet ze overlopen ons.","MINIMUM WAGE","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:53","3753592e","@93d36afe @2913f900 natuurlijk is het inkomen dan nog steeds laag, maar bijverdienen mag/kan dan zonder straf....","POVERTY TRAP","","Pro","ACTIVATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 12:54","3052cdfe","@4c18a558 @b200c951 @8e750f50 Wat gaan we doen om dat gelijk te trekken!","","","","","","","","","","Ask","",NA,2
"05/08/2015","05/08/2015 12:54","3753592e","@93d36afe @2913f900 dat is idd zo, daarom loont werken ook te weinig, dat is een probleem!","POVERTY TRAP","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:54","c79ca624","@3753592e @2913f900 ""Bijverdienen"" mag nu ook zonder straf. We vullen zelfs aan tot bijstandsnorm als mensen te weinig verdienen.","POVERTY TRAP","","Con","ACTIVATION","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 12:54","16d40a79","Utrecht zoekt 250 kandidaten voor basisinkomen http://t.co/5sU0kv9819","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 12:56","3753592e","@93d36afe @2913f900 een #basisinkomen is om minimaal van te leven, werken is altijd beter als dat mogelijk is!","SECURITY","","Pro","ACTIVATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 12:56","5fd94416","@4796c32a Was een reactie op wat jij schreef. 
Maar hoeveel sociologen of waterbouwkundigen zitten er eigenlijk in de gemeenteraad?","","","","","","","","","","Unrelated","",NA,NA
"05/08/2015","05/08/2015 12:56","2ede778b","@4bc23043 Om na te luisteren (over basisinkomen). Gehoord bij @93025dc8.  http://t.co/KLsV3bAPiM","","","","","","","","","","Recommend","",NA,NA
"05/08/2015","05/08/2015 12:57","3753592e","@93d36afe @2913f900 bovendien voorkomt het dat mensen hun spaargeld 'op moeten eten' met alle sociale gevolgen van dien!","SECURITY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 12:57","3f5ac62d","@4796c32a @79c46625 
Hou mij (in Rotterdam) op de hoogte!","","","","","","","","","","Ask","",NA,NA
"05/08/2015","05/08/2015 12:57","c79ca624","@3753592e @2913f900 Een bijstandsuitkering is ook om minimaal van te leven, werken is altijd beter als dat mogelijk is. ;-)","SECURITY","","Con","ACTIVATION","","Con","SOCIAL BENEFITS","","Pro","","",NA,2
"05/08/2015","05/08/2015 12:57","2913f900","@93d36afe @3753592e Dan moet het basisinkomen dus NOG hoger worden. Hoppa, we gaan de 200 miljard kosten fors overschrijden.","AFFORDABLE","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:58","3052cdfe","Dat is zo eenvoudig nog niet @d0ee8903 , je kunt wel leuk klappen maar dit is het begin. Nu verder kijken. #GratisGeldBestaatNiet","FREE MONEY","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 12:58","3753592e","@93d36afe @2913f900 klopt, maar door bijv. tegenprestatie ontstaat er verdringing op de arbeidsmarkt en bovendien is werken uit WWB 1/2","","","","","","","","","","Part","",NA,1
"05/08/2015","05/08/2015 12:59","d0ee8903","@3052cdfe sowieso heb ik nog nooit een gedegen berekening zien dat het financieel haalbaar is. Tot die tijd is het een mooie droom","AFFORDABLE","","Con","UNREALISTIC","","Pro","EVIDENCED","","Con","","",NA,2
"05/08/2015","05/08/2015 12:59","3753592e","@93d36afe @2913f900 echt niet zo simpel als men denkt. Laat staan alle bureaucratie die er omheen hangt. Zoveel onnodige kosten 2/2","POVERTY TRAP","","Pro","BUREAUCRACY","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:00","11b67136","@b2f63408 Gemeenten willen proef basisinkomen. http://t.co/0Bz2KWEuHp","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 13:00","ac1ab7d2","Utrecht zoekt 250 kandidaten voor basisinkomen: Gemeente Utrecht wil met minimaal 250 proefpersonen aan de sla... http://t.co/b8YXnZq9O5","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 13:00","3753592e","@2913f900 @93d36afe dat hoeft niet, want het #basisinkomen is aanvulbaar met werk en spaargeld mag behouden blijven.","AFFORDABLE","","Pro","ACTIVATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:00","92bbed7a","@b200c951 @bc6df9b6 @56987492 klopt, ik ook en daar is niets mis mee. Dit gaat over ander idéé: basisinkomen. Dat werkt niet volgens ons.","UNREALISTIC","","Pro","FREERIDING","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 13:01","3052cdfe","@d0ee8903  Bon, ken mensen die dit serieus en goed onderzoeken. Die volgen we.","EVIDENCED","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:01","2913f900","@3753592e @93d36afe Volgens mij zit je er bij de sociale uitkeringen 100 miljard naast. Bron?","AFFORDABLE","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:01","c79ca624","@3753592e @2913f900 De regels voor werken vanuit de bijstand vereenvoudigen is imo daarom kansrijker dan invoering basisinkomen onderzoeken.","DEREGULATION","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:02","3753592e","@2913f900 @93d36afe ja hoor, google Sjoerd <U+0001F609>","","","","","","","","","","Reply","",NA,1
"05/08/2015","05/08/2015 13:02","3753592e","@2913f900 @93d36afe ik zit er niet naast by the way <U+0001F606>","","","","","","","","","","Reply","",NA,1
"05/08/2015","05/08/2015 13:02","2913f900","@3753592e Waar vind ik een totaalplaatje?","","","","","","","","","","Ask","",NA,2
"05/08/2015","05/08/2015 13:03","d0ee8903","@3052cdfe noem eens wat namen en publicaties, ben erg benieuwd. Tegenlicht had 6 modellen met conclusie niet haalbaar.","EVIDENCED","","Con","AFFORDABLE","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 13:03","2913f900","@3753592e @93d36afe Wat is je bron voor 169 mld sociale uitkeringen?","EVIDENCED","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:04","2913f900","@3753592e @93d36afe Wat is je bron?","EVIDENCED","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:04","3753592e","@93d36afe @2913f900 daar ben ik het niet mee eens, de kosten van regelingen, toeslagen, sociale uitkeringen en fraude aanpak zijn hoger","AFFORDABLE","","Pro","DEREGULATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:05","2913f900","@3753592e @93d36afe Wat is je bron voor die kosten?","EVIDENCED","","Con","AFFORDABLE","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 13:05","c79ca624","@3753592e @2913f900 Die rekensom wil ik dus wel eens zien.","EVIDENCED","","Con","AFFORDABLE","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 13:06","b3fe95ec","DIT! 
'Vanuit bijstand een dag gaan werken heeft dus geen zin, wat dat wordt gekort op je uitkering'. @e4eebf39 #basisinkomen #mentaliteit","POVERTY TRAP","","Con","RESPONSIBILITY","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 13:07","8af98588","@9185912d @cfe77acb hebben jullie programma over basisinkomen? ik heb er een boek over geschreven Iedereen een Miljoen","","","","","","","","","","Recommend","",NA,NA
"05/08/2015","05/08/2015 13:07","3753592e","@2913f900 @93d36afe sociale zekerheid kost 62,5 miljard, sociale uitkeringen 169 miljard https://t.co/I47BHWA7sS
#geduldSjoerd","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:07","589ccb23","@bf82cb78 blijkbaar is #basisinkomen voor jou niet duidelijk. In salaris zit basisinkomen al inbegrepen is geen extra.","FREE MONEY","","Con","REDISTRIBUTIVE","","Con","","","","","",NA,2
"05/08/2015","05/08/2015 13:08","a4008379","@a83a1370 @35ad4f90 Zo is het en niet anders.","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:08","3753592e","@93d36afe @2913f900 ik zou ook graag die complete rekensom zien, niet alleen op basis van cijfers via google <U+0001F609>","AFFORDABLE","","Pro","EVIDENCED","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:08","226a15de","Gemeente.nu - Gemeenten experimenteren met basisinkomen http://t.co/HuhkA6dlNL","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 13:09","578196cf","@4643c30d klopt strikt genomen","SOCIAL BENEFITS","","Con","UNIVERSAL","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:10","3f8dd1c5","@56987492 @315ea592   Wie weet doen die mensen veel goed voor de omgeving = vrijwilligerswerk!!","PARTICIPATION","","Pro","FREERIDING","","Con","","","","","",NA,1
"05/08/2015","05/08/2015 13:10","3753592e","@2913f900 @93d36afe spitten, zoek, graven en optellen, ja Sjoerd het zijn net als die van jou schattingen.","EVIDENCED","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:11","2913f900","@3753592e @93d36afe Volgens de Rijksoverheid is het maar 77,6 miljard, zie http://t.co/R4kaeeLCVY","AFFORDABLE","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:11","2913f900","@3753592e @93d36afe Graag even de cijfers van de Rijksoverheid opzoeken en niet van een rechts roeptoetertijdschrift.","EVIDENCED","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:12","ca9c4de7","Future thinking #basisinkomen #gelijkheid #createhappiness #foreveryone http://t.co/E23QsKYYKX","WELLBEING","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:12","f545305d","Ondoordachte en kortzichtige reacties van sommige mensen op #basisinkomen. Maar is tuurlijk ook moeilijk te omvatten allemaal in 140 tekens<U+0001F609>","","","","","","","","","","Reflect","",NA,NA
"05/08/2015","05/08/2015 13:13","532301a7","eBoeken ""Nieuwe Samenleving""  #Change #Banken #Basisinkomen -prijs bepaalt u zelf-: https://docs.google.com/forms/d/1U-B9DJh4koDBMsrrkl8LuqgQegyk1i1HQ3PGjPul8FY/viewform …","","","","","","","","","","Recommend","",NA,NA
"05/08/2015","05/08/2015 13:13","120a05fc","#Basisinkomen zet hakbijl in regels, maar legt boete op #werk | Het Financieele Dagblad http://t.co/FqiXS0Qudj","DEREGULATION","","Pro","FREERIDING","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 13:13","9d099306","Een #basisinkomen, ongeacht je financiële situatie. Wat zou je ermee doen? @61cd2749 @36bcdedb @1a26af73 @c5f777b1","SECURITY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:14","0b206f7c","@ba35dfa1  ik lees felle voor en tegen argumentatie....onderwerp om te volgen","","","","","","","","","","Reflect","",NA,NA
"05/08/2015","05/08/2015 13:14","8af98588","@9185912d @cfe77acb Op de site staat 'Basisinkomen' door de nieuwsbv","","","","","","","","","","Reply","",NA,NA
"05/08/2015","05/08/2015 13:14","bf82cb78","@589ccb23 Ik denk dat jij mijn zin niet begrijpt.","","","","","","","","","","Reply","",NA,2
"05/08/2015","05/08/2015 13:15","3753592e","@2913f900 @93d36afe graag effe ophouden met drammen en zeiken als ik iets op zit te zoeken! Die 169 gaat over kosten van sociale zekerheid","","","","","","","","","","Express","",NA,1
"05/08/2015","05/08/2015 13:15","232ec761","@92bbed7a @bc6df9b6 @56987492 Dan is het goed over #geldschepping te worden bijgeschoold, oa @0a13137f en @d595b45a Elke bank doet het.","FREE MONEY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:16","3753592e","@2913f900 @93d36afe die 77,6 miljard over sociale uitkeringen = alleen kosten van betaalde uitkeringen.","","","","","","","","","","Reply","",NA,1
"05/08/2015","05/08/2015 13:16","0f3a555f","@3052cdfe @4c18a558 @b200c951 @8e750f50 boven de 20 uur is hey dwangarbeid De hersenen worden bespeeld en NL hapt Zo idioot#wieinformeert","CONTROL","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:17","3753592e","@2913f900 @93d36afe maar gezien je alles naar je eigen zin draait en irritant zit te drammen ga ik mijn tijd zinvoller besteden. Ajuus <U+0001F44B>","","","","","","","","","","Reply","",NA,1
"05/08/2015","05/08/2015 13:17","2913f900","@3753592e @93d36afe Nee hoor, ook reïntegratie, bemiddeling, kindregelingen en ook nog 6,8 mld overige kosten.","AFFORDABLE","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:19","0e4f54fd","Radio 1 | basisinkomen http://ift.tt/1HqoggC ","","","","","","","","","","Recommend","",NA,3
"05/08/2015","05/08/2015 13:19","3753592e","@2913f900 @93d36afe klopt dat zijn de 'uitkeringsdelen' (I-deel + P-deel), de kosten van de uitvoering zitten hier echter niet bij!","AFFORDABLE","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:19","92bbed7a","@232ec761 @bc6df9b6 @56987492 @0a13137f @d595b45a ik begrijp wel waar je op doelt hoor. Lijkt me toch iets anders dan basisinkomen.","FREE MONEY","","Con","","","","","","","Unclear","",NA,2
"05/08/2015","05/08/2015 13:19","85aa7471","@4796c32a @79c46625 het is een vorm van basisinkomen. Doel is meer mensen aan het werk en gelukkiger. Middel is plichtvrije bijstand.","ACTIVATION","","Pro","WELLBEING","","Pro","SOCIAL BENEFITS","","Pro","","",NA,1
"05/08/2015","05/08/2015 13:20","04a5bf8f","Hoe het basisinkomen Nederland verovert http://t.co/244rKpfiiB","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 13:21","2913f900","@3753592e @93d36afe Is goed hoor, op zich is tijd besteden aan basisinkomen ook niet zo zinvol, het komt er toch niet.","UNREALISTIC","","Pro","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:21","3753592e","@2913f900 @93d36afe deze 'uitvoering' kost 100 miljard = keuringen, instanties, mankracht, controle.","BUREAUCRACY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:22","232ec761","@92bbed7a @bc6df9b6 @56987492 @0a13137f @d595b45a Totaal verschillend, maar beide zijn vormen van 'gratis geld' ...","FREE MONEY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:22","3753592e","@2913f900 @93d36afe we gaan het zien.....","UNREALISTIC","","Con","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:22","2913f900","@3753592e @93d36afe Dat zijn wijze woorden.","","","","","","","","","","Reply","",NA,2
"05/08/2015","05/08/2015 13:23","e90996f6","Top Populaire tags:  1 #mikestok 2 #Koningshoeven 3 #Tilburg 4 #basisinkomen 5 #video","","","","","","","","","","Spam","",NA,5
"05/08/2015","05/08/2015 13:23","92bbed7a","@232ec761 @bc6df9b6 @56987492 @0a13137f @d595b45a basisinkomen is juist niet gratis, jij en ik betalen het.","FREE MONEY","","Con","REDISTRIBUTIVE","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 13:25","e368d5ff","#basisinkomen#werkinkomen#pensioen Alles is bullshit.Dit hele systeem is verkankert en corrupt!WEG met Geld=Oplossing http://t.co/94SpfjelD8","POLITICAL SUPPORT","elites","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:26","02aed087","@9d099306 @61cd2749 @36bcdedb @1a26af73 @c5f777b1 Geen druk om 32 te MOETEN werken, voor ma zorgen en vrijw werk doen","FREEDOM","","Pro","PARTICIPATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:26","092da871","@b3fe95ec @2d7343bb @e4eebf39 Of je ziet het zo: ""een klein deel van mijn bijstand verdien ik zelf""","POVERTY TRAP","","Con","RESPONSIBILITY","","Pro","","","","","",NA,2
"05/08/2015","05/08/2015 13:26","e559a647","@61cd2749 @9a464998 Sinds wanneer is het verstrekken van een basisinkomen maatwerk? Mensen die maatschappelijk actief zijn wel belonen.","PARTICIPATION","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:26","232ec761","@92bbed7a @bc6df9b6 @56987492 @0a13137f @d595b45a Allicht, gratis bestaat niet. Ook gratis geld voor banken wordt door 'ons' betaald.","FREE MONEY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:30","92bbed7a","@232ec761 @bc6df9b6 @56987492 @0a13137f @d595b45a ja in vorm van rente","FREE MONEY","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:32","44fff1c8","Utrecht en Tilburg doen proef met basisinkomen voor mensen in de bijstand http://t.co/TTgultBLCn via @bd66af90","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 13:33","8baaf20d","Komt er een basisinkomen in Gelderse gemeenten': In #Tilburg en #Utrecht start binnenkort een proef met een ba... http://bit.ly/1SNVzGr ","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 13:35","29028a0e","@d3e7d649 @4b05d92e @9ddd6dc5 een handtekening van Jetta is echt niks waard.","POLITICAL SUPPORT","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:35","0afecc07","Een #basisinkomen dat alleen wordt uitgekeerd aan bijstandsgerechtigden is geen basisinkomen.","SOCIAL BENEFITS","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:35","ebd5dc9a","Hoe het basisinkomen Nederland verovert https://t.co/x8j85z0KKb http://t.co/LNaTNlGEH5","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 13:36","f35ed68b","Nu al benieuwd naar de uitkomsten van dit experiment... #basisinkomen met en zonder #tegenprestatie http://t.co/vTCqQxV79d","EXPERIMENT","","Pro","","","","","","","","",NA,3
"05/08/2015","05/08/2015 13:37","d08eb540","Hoe het basisinkomen Nederland verovert https://t.co/HKRyKNdc4V","EXPERIMENT","","Pro","POLITICAL SUPPORT","","Pro","","","","","",NA,3
"05/08/2015","05/08/2015 13:38","9a464998","@e559a647 @61cd2749 is dat jullie voorstel?","","","","","","","","","","Ask","",NA,2
"05/08/2015","05/08/2015 13:40","187895cb","@0ca6c71d En wat voor de mensen die geen werk kunnen vinden? Gaan we daar onzin baantjes voor verzinnen?","STRUCTURAL UNEMPLOYMENT","structural unemployment","Pro","FREERIDING","","Con","","","","","",NA,1
"05/08/2015","05/08/2015 13:41","232ec761","@92bbed7a @bc6df9b6 @56987492 @0a13137f @d595b45a Er is meer. Geld is gratis grondstof voor bank. Shell betaalt heffing op grondstof.","FREE MONEY","","Pro","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:41","f37986f6","@0ca6c71d @8c4751c4 U heeft het niet goed begrepen, verkeerde krant gelezen? Bedoeling is dat er wordt bezuinigd, minder tussenpersonen.","FREERIDING","","Con","DEREGULATION","","Pro","","","","","",NA,1
"05/08/2015","05/08/2015 13:42","d901a6ac","#wittevrouwen #utrecht #nederland #politiek #asociaal #basisinkomen https://twitter.com/JullietteUtr/status/628571600544231424 …","","","","","","","","","","Unclear","",NA,NA
"05/08/2015","05/08/2015 13:43","117b5f57","@ea70bfec geen toestemming voor proef met basisinkomen.","EXPERIMENT","","Con","","","","","","","","",NA,2
"05/08/2015","05/08/2015 13:45","f791042e","@9d099306 @61cd2749 @36bcdedb @1a26af73 @c5f777b1 sparen en eerder stoppen met werken. Tot je 67e in de zorg aan bed is te zwaar","","","","","","","","","","Unrelated","",NA,NA
"05/08/2015","05/08/2015 13:45","e326bd1f","@912fd8b1 zeker interessant, positief en aan te moedigen
maar regelvrije bijstand heeft natuurlijk weinig te doen met een basisinkomen.","SOCIAL BENEFITS","","Con","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:45","4c18a558","Geen basisinkomen? Blijven hangen in de jaren '90 van de vorige eeuw? https://t.co/hwdfsjSAtE","FREERIDING","","Con","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:48","e326bd1f","Meisjes en jongens. 
Regelvrije bijstand zoals in enkele gemeentes gaat worden geprobeerd is geen Basisinkomen. http://t.co/Ouv3YxABy1","SOCIAL BENEFITS","","Con","","","","","","","","",NA,1
"05/08/2015","05/08/2015 13:48","35ad4f90","@4c18a558 Maar er zijn te weinig banen en er komen er steeds minder de komende tijd.","STRUCTURAL UNEMPLOYMENT","structural unemployment","Pro","","","","","","","","",NA,2
