title;date;excerpt;xml_content;txt_content;akn_content;document_uri;xml_url;akn_url;law_title;law_excerpt;publication_date;bcn_url
1.1. Mensaje;2022-12-29;Fecha 29 de diciembre, 2022. Mensaje en Sesión 111. Legislatura 370.;"<div class=""item"" fecha=""2022-12-29"" parteDocumento="""" refersTo=""http://datos.bcn.cl/ontologies/bcn-bills#IngresoProyectoDeLey"" tipoDocumento=""http://datos.bcn.cl/ontologies/bcn-resources#Mensaje"" tramitacion=""http://datos.bcn.cl/recurso/cl/proyecto-de-ley/15625-13/tramitacion/1"" uriDocumento=""http://datos.bcn.cl/recurso/cl/documento/700220""><h2 id=""h2_1_1"" numero=""1.1. "">1.1. Mensaje</h2><p class=""sub-headding"">Fecha 29 de diciembre, 2022. Mensaje en Sesión 111. Legislatura 370.</p><span><p>  MENSAJE DE S.E. EL PRESIDENTE DE LA REPÚBLICA CON EL QUE INICIA UN PROYECTO DE LEY QUE MODIFICA LA LEY N° 21.419 QUE CREA LA PENSIÓN GARANTIZADA UNIVERSAL Y MODIFICA LOS CUERPOS LEGALES QUE INDICA.</p><p>Santiago, 29 de diciembre de 2022</p><p>A S.E. EL PRESIDENTE DE LA H. CÁMARA DE DIPUTADAS Y DIPUTADOS</p><p>M E N S A J E  Nº 260-370/</p><p>Honorable Cámara de Diputadas y Diputados:</p><p>En uso de mis facultades constitucionales, tengo el honor de someter a vuestra consideración el proyecto de ley que modifica la ley N° 21.419 que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica.</p><p>I. ANTECEDENTES Y FUNDAMENTOS DEL PROYECTO DE LEY</p><p>Con fecha 29 de enero del presente año se publicó la ley N° 21.419, que creó la Pensión Garantizada Universal (PGU), la que reemplazó las prestaciones de vejez del Sistema de Pensiones Solidarias de la ley N° 20.255 (Pensión Básica Solidaria y Aporte Previsional Solidario de Vejez). Dicha ley significó un importante avance en universalidad, pasando del 60% de la población de menores recursos -que era en ese entonces la cobertura del Pilar Solidario-, a toda la población de 65 años o más, con excepción del 10% más rico de ese universo. Adicionalmente, a diferencia del Pilar Solidario, la ley Nº 21.419 incorporó como potenciales beneficiarios a los adultos mayores de 65 años o más que no estén jubilados.</p><p>Con todo, pese a la ampliación de la cobertura, al definirse como universo de focalización de la PGU el subgrupo integrado por la población de 65 años o más, en vez de la población total del país, se restringió el umbral para definir el 90% que califica para recibir el beneficio, debido a que la población mayor de 65 años es más pobre que la población total del país.</p><p>En efecto, si el umbral para definir el acceso a la PGU se considera en base al 90% de toda la población de menores recursos del país, su valor es de $683.469, a pesos del 31 de diciembre de 2020. En cambio, si dicho umbral se define en base al 90% de la población de 65 años o más de menores recursos, su valor disminuye a $497.468, a pesos del 31 de diciembre de 2020. Es decir, el valor del umbral vigente para calificar a la PGU es $186.001 menor al valor del umbral definido sobre el universo total de la población.</p><p>Por lo anterior, personas que con la metodología de focalización del Sistema de Pensiones Solidarias habrían calificado para ser beneficiarias de la PGU, con la definición del universo de focalización que establece la ley N° 21.419 quedan por sobre el umbral y, por tanto, no califican para el beneficio.</p><p>En atención a los antecedentes señalados, y con el propósito de corregir las dificultades de la PGU en materia de universalización de la pensión no contributiva, de modo de asegurar un piso mínimo para una vejez más digna a una mayor cantidad de adultos mayores, el presente proyecto de ley propone extender el universo de focalización de la PGU, desde el subgrupo de la población de 65 años o más a toda la población del país. Con esta modificación, el umbral de corte será más alto, permitiendo que más adultos mayores accedan al beneficio. En efecto, se estima que, con la modificación antes señalada, se incorporará a aproximadamente 70.000 nuevos beneficiarios.</p><p>II. CONTENIDO DEL PROYECTO DE LEY </p><p>El proyecto de ley introduce modificaciones a los artículos 10 y 25 de la ley Nº 21.419, ampliando el universo de focalización de la PGU, desde la población de 65 años o más a toda la población del país.</p><p>Asimismo, el proyecto de ley contempla un artículo transitorio único que dispone que la entrada en vigencia de la ley tendrá lugar el primer día del tercer mes desde su publicación, y ordena modificar el reglamento pertinente, a más tardar, dentro del segundo mes desde su publicación. Además, se regula que el Instituto de Previsión Social verificará de oficio el cumplimiento de los requisitos de quienes habiendo postulado no accedieron a la pensión garantizada universal por no integrar un grupo familiar perteneciente al 10% más rico de la población de 65 o más años de Chile.</p><p>En mérito de lo anteriormente expuesto, someto a vuestra consideración, el siguiente</p><p>PROYECTO   DE    LEY:</p><p>“Artículo único.-    Introdúcense en la ley N° 21.419, que Crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica, las siguientes modificaciones:</p><p>1. Reemplázase en la letra b) del artículo 10 la oración “de 65 o más años de Chile, conforme a lo establecido en el artículo 11” por la siguiente: “de Chile, conforme a lo establecido en el artículo 25”.</p><p>2. Elimínase, en el artículo 25, la frase “de 65 o más años de edad”.</p><p>Artículo primero transitorio.- La presente ley entrará en vigencia el primer día del tercer mes siguiente a su publicación.</p><p>El reglamento a que se refiere el artículo 25 de la ley N° 21.419 deberá modificarse, a más tardar, dentro del segundo mes desde la publicación de esta ley.</p><p>Artículo segundo transitorio.- El Instituto de Previsión Social verificará el cumplimiento de los requisitos establecidos en el artículo 10 de la ley N° 21.419, de todas aquellas personas que, de conformidad a la letra b) del artículo segundo transitorio de dicha normativa, presentaron su solicitud para la pensión garantizada universal con anterioridad a la vigencia de la presente ley, no hubieren accedido a ella por no cumplir con el requisito de la letra b) de la citada disposición aplicable a dicha fecha.</p><p>Para el cumplimiento de lo señalado en el inciso anterior, el Instituto de Previsión Social no requerirá la presentación de una nueva solicitud. Respecto de quienes les sea aplicable este artículo y se determine que cumplen con los requisitos señalados en el artículo 10 de la ley N° 21.419, modificada por esta ley, su pensión garantizada universal se devengará a partir de la fecha de entrada en vigencia de la presente ley.”.</p><p>Dios guarde a V.E.,</p><p>GABRIEL BORIC FONT</p><p>Presidente de la República</p><p>MARIO MARCEL CULLELL</p><p>Ministro de Hacienda</p><p>JEANETTE JARA ROMÁN</p><p>Ministra del Trabajo y     Previsión Social</p><p> <a class=""a_ref"" href=""https://www.bcn.cl/obtienearchivo?id=recursoslegales/10221.3/68222/14/IF15625-13.pdf"" id=""tmpS79BIJ0C"" target=""_blank"">Informe Financiero</a></p><p /></span></div>";"1.1. Mensaje
Fecha 29 de diciembre, 2022. Mensaje en Sesión 111. Legislatura 370.
MENSAJE DE S.E. EL PRESIDENTE DE LA REPÚBLICA CON EL QUE INICIA UN PROYECTO DE LEY QUE MODIFICA LA LEY N° 21.419 QUE CREA LA PENSIÓN GARANTIZADA UNIVERSAL Y MODIFICA LOS CUERPOS LEGALES QUE INDICA.
Santiago, 29 de diciembre de 2022
A S.E. EL PRESIDENTE DE LA H. CÁMARA DE DIPUTADAS Y DIPUTADOS
M E N S A J E Nº 260-370/
Honorable Cámara de Diputadas y Diputados:
En uso de mis facultades constitucionales, tengo el honor de someter a vuestra consideración el proyecto de ley que modifica la ley N° 21.419 que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica.
I. ANTECEDENTES Y FUNDAMENTOS DEL PROYECTO DE LEY
Con fecha 29 de enero del presente año se publicó la ley N° 21.419, que creó la Pensión Garantizada Universal (PGU), la que reemplazó las prestaciones de vejez del Sistema de Pensiones Solidarias de la ley N° 20.255 (Pensión Básica Solidaria y Aporte Previsional Solidario de Vejez). Dicha ley significó un importante avance en universalidad, pasando del 60% de la población de menores recursos -que era en ese entonces la cobertura del Pilar Solidario-, a toda la población de 65 años o más, con excepción del 10% más rico de ese universo. Adicionalmente, a diferencia del Pilar Solidario, la ley Nº 21.419 incorporó como potenciales beneficiarios a los adultos mayores de 65 años o más que no estén jubilados.
Con todo, pese a la ampliación de la cobertura, al definirse como universo de focalización de la PGU el subgrupo integrado por la población de 65 años o más, en vez de la población total del país, se restringió el umbral para definir el 90% que califica para recibir el beneficio, debido a que la población mayor de 65 años es más pobre que la población total del país.
En efecto, si el umbral para definir el acceso a la PGU se considera en base al 90% de toda la población de menores recursos del país, su valor es de $683.469, a pesos del 31 de diciembre de 2020. En cambio, si dicho umbral se define en base al 90% de la población de 65 años o más de menores recursos, su valor disminuye a $497.468, a pesos del 31 de diciembre de 2020. Es decir, el valor del umbral vigente para calificar a la PGU es $186.001 menor al valor del umbral definido sobre el universo total de la población.
Por lo anterior, personas que con la metodología de focalización del Sistema de Pensiones Solidarias habrían calificado para ser beneficiarias de la PGU, con la definición del universo de focalización que establece la ley N° 21.419 quedan por sobre el umbral y, por tanto, no califican para el beneficio.
En atención a los antecedentes señalados, y con el propósito de corregir las dificultades de la PGU en materia de universalización de la pensión no contributiva, de modo de asegurar un piso mínimo para una vejez más digna a una mayor cantidad de adultos mayores, el presente proyecto de ley propone extender el universo de focalización de la PGU, desde el subgrupo de la población de 65 años o más a toda la población del país. Con esta modificación, el umbral de corte será más alto, permitiendo que más adultos mayores accedan al beneficio. En efecto, se estima que, con la modificación antes señalada, se incorporará a aproximadamente 70.000 nuevos beneficiarios.
II. CONTENIDO DEL PROYECTO DE LEY
El proyecto de ley introduce modificaciones a los artículos 10 y 25 de la ley Nº 21.419, ampliando el universo de focalización de la PGU, desde la población de 65 años o más a toda la población del país.
Asimismo, el proyecto de ley contempla un artículo transitorio único que dispone que la entrada en vigencia de la ley tendrá lugar el primer día del tercer mes desde su publicación, y ordena modificar el reglamento pertinente, a más tardar, dentro del segundo mes desde su publicación. Además, se regula que el Instituto de Previsión Social verificará de oficio el cumplimiento de los requisitos de quienes habiendo postulado no accedieron a la pensión garantizada universal por no integrar un grupo familiar perteneciente al 10% más rico de la población de 65 o más años de Chile.
En mérito de lo anteriormente expuesto, someto a vuestra consideración, el siguiente
PROYECTO DE LEY:
“Artículo único.- Introdúcense en la ley N° 21.419, que Crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica, las siguientes modificaciones:
1. Reemplázase en la letra b) del artículo 10 la oración “de 65 o más años de Chile, conforme a lo establecido en el artículo 11” por la siguiente: “de Chile, conforme a lo establecido en el artículo 25”.
2. Elimínase, en el artículo 25, la frase “de 65 o más años de edad”.
Artículo primero transitorio.- La presente ley entrará en vigencia el primer día del tercer mes siguiente a su publicación.
El reglamento a que se refiere el artículo 25 de la ley N° 21.419 deberá modificarse, a más tardar, dentro del segundo mes desde la publicación de esta ley.
Artículo segundo transitorio.- El Instituto de Previsión Social verificará el cumplimiento de los requisitos establecidos en el artículo 10 de la ley N° 21.419, de todas aquellas personas que, de conformidad a la letra b) del artículo segundo transitorio de dicha normativa, presentaron su solicitud para la pensión garantizada universal con anterioridad a la vigencia de la presente ley, no hubieren accedido a ella por no cumplir con el requisito de la letra b) de la citada disposición aplicable a dicha fecha.
Para el cumplimiento de lo señalado en el inciso anterior, el Instituto de Previsión Social no requerirá la presentación de una nueva solicitud. Respecto de quienes les sea aplicable este artículo y se determine que cumplen con los requisitos señalados en el artículo 10 de la ley N° 21.419, modificada por esta ley, su pensión garantizada universal se devengará a partir de la fecha de entrada en vigencia de la presente ley.”.
Dios guarde a V.E.,
GABRIEL BORIC FONT
Presidente de la República
MARIO MARCEL CULLELL
Ministro de Hacienda
JEANETTE JARA ROMÁN
Ministra del Trabajo y Previsión Social
Informe Financiero";;http://datos.bcn.cl/recurso/cl/documento/700220;https://www.bcn.cl/historiadelaley/fileadmin/file_ley/8113/HLD_8113_749a0d2dec7072ac83d52ebf0f2ff393.xml;http://datos.bcn.cl/recurso/cl/documento/700220.xml;Historia  de la Ley N° 21.538;Modifica la ley N° 21.419, que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica;26-01-2023;https://www.bcn.cl/historiadelaley/nc/historia-de-la-ley/8113/
1.2. Informe de Comisión de Trabajo;2023-01-03;Cámara de Diputados. Fecha 03 de enero, 2023. Informe de Comisión de Trabajo en Sesión 111. Legislatura 370.;"<div class=""item"" fecha=""2023-01-03"" parteDocumento="""" refersTo=""http://datos.bcn.cl/ontologies/bcn-bills#Certificado"" tipoDocumento=""http://datos.bcn.cl/ontologies/bcn-resources#InformeComisionLegislativa"" tramitacion=""http://datos.bcn.cl/recurso/cl/proyecto-de-ley/15625-13/tramitacion/2"" uriDocumento=""http://datos.bcn.cl/recurso/cl/documento/700221""><h2 id=""h2_1_2"" numero=""1.2. "">1.2. Informe de Comisión de Trabajo</h2><p class=""sub-headding"">Cámara de Diputados. Fecha 03 de enero, 2023. Informe de Comisión de Trabajo en Sesión 111. Legislatura 370.</p><span><p>  ﻿CERTIFICADO</p><p /><p /><p /><p>BOLETIN N° 15.625-13-1</p><p>                     El Abogado Secretario de la Comisión de Trabajo y Seguridad Social, CERTIFICA que, en sesión celebrada el día de hoy, con asistencia de la señora Ministra del Trabajo y Previsión Social, doña Jeannette Jara Román; del señor Subsecretario de Previsión Social, don Christián Larraín Pizarro y de la señora Claudia Sanhueza Riveros, Subsecretaria de Hacienda, la Comisión ha prestado su aprobación al siguiente proyecto de ley que modifica la ley N° 21.419 que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica.</p><p>PROYECTO DE LEY</p><p>                     “Artículo único.- Introdúcense en la ley N° 21.419, que Crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica, las siguientes modificaciones:</p><p>                        1. Reemplázase en la letra b) del artículo 10 la oración “de 65 o más años de Chile, conforme a lo establecido en el artículo 11” por la siguiente: “de Chile, conforme a lo establecido en el artículo 25”.</p><p>                        2. Elimínase, en el artículo 25, la frase “de 65 o más años de edad”.</p><p>                        Artículo primero transitorio.- La presente ley entrará en vigencia el primer día del tercer mes siguiente a su publicación.</p><p>                        El reglamento a que se refiere el artículo 25 de la ley N° 21.419 deberá modificarse, a más tardar, dentro del segundo mes desde la publicación de esta ley.</p><p>                     Artículo segundo transitorio.- El Instituto de Previsión Social verificará el cumplimiento de los requisitos establecidos en el artículo 10 de la ley N° 21.419, de todas aquellas personas que, de conformidad a la letra b) del artículo segundo transitorio de dicha normativa, presentaron su solicitud para la pensión garantizada universal con anterioridad a la vigencia de la presente ley, no hubieren accedido a ella por no cumplir con el requisito de la letra b) de la citada disposición aplicable a dicha fecha.</p><p>                        Para el cumplimiento de lo señalado en el inciso anterior, el Instituto de Previsión Social no requerirá la presentación de una nueva solicitud. Respecto de quienes les sea aplicable este artículo y se determine que cumplen con los requisitos señalados en el artículo 10 de la ley N° 21.419, modificada por esta ley, su pensión garantizada universal se devengará a partir de la fecha de entrada en vigencia de la presente ley.”.</p><p>                  -- Sometido a votación en general fue aprobado por 12 votos a favor, ninguno en contra y ninguna abstención</p><p>                     Votaron a favor las diputadas señoras Cicardini, doña Daniela y Ossandón, doña Ximena, y los diputados señores Cuello, don Luis; Durán, don Eduardo; Giordano, don Andrés; Ibáñez, don Diego; Labbé, don Cristián; Leal, don Henry; Santana, don Juan; Sauerbaum, don Frank; Ulloa, don Héctor, y Undurraga, don Alberto. </p><p>                     En la discusión particular fueron aprobados, por la misma votación, su artículo único permanente y sus dos artículos transitorios. </p><p>ARTICULOS CALIFICADOS COMO NORMAS ORGÁNICAS CONSTITUCIONALES O DE QUÓRUM CALIFICADO.</p><p>                 En relación con esta materia, a juicio de vuestra Comisión, no existen en el proyecto que se somete a consideración de la Sala normas que revistan el carácter de orgánicas constitucionales, pero su contenido debe ser aprobado por quórum calificado en atención a que regulan el ejercicio del derecho a la seguridad social, según lo previene el numeral 18 del artículo 19 de la Constitución Política de la República.</p><p>ARTÍCULOS DEL PROYECTO DESPACHADO POR LA COMISIÓN QUE DEBEN SER CONOCIDOS POR LA COMISION DE HACIENDA.</p><p>                 A juicio de la Comisión, el proyecto requiere ser conocido por la Comisión de Hacienda por tener sus disposiciones incidencia en materia financiera o presupuestaria del Estado.</p><p> INDICACIONES RECHAZADAS O DECLARADAS INADMINISBLES</p><p>                 No existen en el proyecto aprobado indicaciones rechazadas. No obstante, fue declarada inadmisible, por ser de iniciativa exclusiva de S.E. el Presidente de la República, en conformidad a lo preceptuado por el artículo 65 Nª 6 de la Constitución Política de la República, una indicación de las señoras Jiles, doña Pamela, y Ossandón, doña Ximena, y de los señores Durán, don Eduardo; Labbé, don Cristián; Leal, don Henry, y Sauerbaum, don Frank, del siguiente tenor:</p><p>                  “Agréguese un nuevo número 1, pasando a ser 2 el actual número 1 y tres el actual número 2, del siguiente tenor:</p><p>1. Reemplázase la letra a) del artículo 10 por la siguiente:</p><p>                  “Haber cumplido 60 años de edad en el caso de las mujeres y 65 años de edad en el caso de los hombres.”.</p><p>______________</p><p>                 Acordado en sesión de fecha 3 de enero del año en curso, bajo la Presidencia del señor Undurraga, don Alberto, y con la asistencia de las diputadas señoras Cicardini, doña Daniela, y Ossandon, doña Ximena, y los diputados señores Cuello, don Luis; Durán, don Eduardo; Giordano, don Andrés; Ibáñez, don Diego; Labbé, don Cristián; Leal, don Henry; Santana, don Juan; Sauerbaum, don Frank y Ulloa, don Héctor.</p><p>                 Concurrieron también a la Comisión las señoras Jiles, doña Pamela y Yeomans, doña Gael y el señor Moreno, don Benjamín.</p><p>                 Se designó como Diputado Informante, al señor CUELLO, don Luis.</p><p>                     Pedro N. Muga Ramirez</p><p>                     Abogado Secretario de la Comisión</p><p /></span></div>";"1.2. Informe de Comisión de Trabajo
Cámara de Diputados. Fecha 03 de enero, 2023. Informe de Comisión de Trabajo en Sesión 111. Legislatura 370.
﻿CERTIFICADO
BOLETIN N° 15.625-13-1
El Abogado Secretario de la Comisión de Trabajo y Seguridad Social, CERTIFICA que, en sesión celebrada el día de hoy, con asistencia de la señora Ministra del Trabajo y Previsión Social, doña Jeannette Jara Román; del señor Subsecretario de Previsión Social, don Christián Larraín Pizarro y de la señora Claudia Sanhueza Riveros, Subsecretaria de Hacienda, la Comisión ha prestado su aprobación al siguiente proyecto de ley que modifica la ley N° 21.419 que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica.
PROYECTO DE LEY
“Artículo único.- Introdúcense en la ley N° 21.419, que Crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica, las siguientes modificaciones:
1. Reemplázase en la letra b) del artículo 10 la oración “de 65 o más años de Chile, conforme a lo establecido en el artículo 11” por la siguiente: “de Chile, conforme a lo establecido en el artículo 25”.
2. Elimínase, en el artículo 25, la frase “de 65 o más años de edad”.
Artículo primero transitorio.- La presente ley entrará en vigencia el primer día del tercer mes siguiente a su publicación.
El reglamento a que se refiere el artículo 25 de la ley N° 21.419 deberá modificarse, a más tardar, dentro del segundo mes desde la publicación de esta ley.
Artículo segundo transitorio.- El Instituto de Previsión Social verificará el cumplimiento de los requisitos establecidos en el artículo 10 de la ley N° 21.419, de todas aquellas personas que, de conformidad a la letra b) del artículo segundo transitorio de dicha normativa, presentaron su solicitud para la pensión garantizada universal con anterioridad a la vigencia de la presente ley, no hubieren accedido a ella por no cumplir con el requisito de la letra b) de la citada disposición aplicable a dicha fecha.
Para el cumplimiento de lo señalado en el inciso anterior, el Instituto de Previsión Social no requerirá la presentación de una nueva solicitud. Respecto de quienes les sea aplicable este artículo y se determine que cumplen con los requisitos señalados en el artículo 10 de la ley N° 21.419, modificada por esta ley, su pensión garantizada universal se devengará a partir de la fecha de entrada en vigencia de la presente ley.”.
-- Sometido a votación en general fue aprobado por 12 votos a favor, ninguno en contra y ninguna abstención
Votaron a favor las diputadas señoras Cicardini, doña Daniela y Ossandón, doña Ximena, y los diputados señores Cuello, don Luis; Durán, don Eduardo; Giordano, don Andrés; Ibáñez, don Diego; Labbé, don Cristián; Leal, don Henry; Santana, don Juan; Sauerbaum, don Frank; Ulloa, don Héctor, y Undurraga, don Alberto.
En la discusión particular fueron aprobados, por la misma votación, su artículo único permanente y sus dos artículos transitorios.
ARTICULOS CALIFICADOS COMO NORMAS ORGÁNICAS CONSTITUCIONALES O DE QUÓRUM CALIFICADO.
En relación con esta materia, a juicio de vuestra Comisión, no existen en el proyecto que se somete a consideración de la Sala normas que revistan el carácter de orgánicas constitucionales, pero su contenido debe ser aprobado por quórum calificado en atención a que regulan el ejercicio del derecho a la seguridad social, según lo previene el numeral 18 del artículo 19 de la Constitución Política de la República.
ARTÍCULOS DEL PROYECTO DESPACHADO POR LA COMISIÓN QUE DEBEN SER CONOCIDOS POR LA COMISION DE HACIENDA.
A juicio de la Comisión, el proyecto requiere ser conocido por la Comisión de Hacienda por tener sus disposiciones incidencia en materia financiera o presupuestaria del Estado.
INDICACIONES RECHAZADAS O DECLARADAS INADMINISBLES
No existen en el proyecto aprobado indicaciones rechazadas. No obstante, fue declarada inadmisible, por ser de iniciativa exclusiva de S.E. el Presidente de la República, en conformidad a lo preceptuado por el artículo 65 Nª 6 de la Constitución Política de la República, una indicación de las señoras Jiles, doña Pamela, y Ossandón, doña Ximena, y de los señores Durán, don Eduardo; Labbé, don Cristián; Leal, don Henry, y Sauerbaum, don Frank, del siguiente tenor:
“Agréguese un nuevo número 1, pasando a ser 2 el actual número 1 y tres el actual número 2, del siguiente tenor:
1. Reemplázase la letra a) del artículo 10 por la siguiente:
“Haber cumplido 60 años de edad en el caso de las mujeres y 65 años de edad en el caso de los hombres.”.
______________
Acordado en sesión de fecha 3 de enero del año en curso, bajo la Presidencia del señor Undurraga, don Alberto, y con la asistencia de las diputadas señoras Cicardini, doña Daniela, y Ossandon, doña Ximena, y los diputados señores Cuello, don Luis; Durán, don Eduardo; Giordano, don Andrés; Ibáñez, don Diego; Labbé, don Cristián; Leal, don Henry; Santana, don Juan; Sauerbaum, don Frank y Ulloa, don Héctor.
Concurrieron también a la Comisión las señoras Jiles, doña Pamela y Yeomans, doña Gael y el señor Moreno, don Benjamín.
Se designó como Diputado Informante, al señor CUELLO, don Luis.
Pedro N. Muga Ramirez
Abogado Secretario de la Comisión";;http://datos.bcn.cl/recurso/cl/documento/700221;https://www.bcn.cl/historiadelaley/fileadmin/file_ley/8113/HLD_8113_f8ac76fb64482b83f173cc982789c184.xml;http://datos.bcn.cl/recurso/cl/documento/700221.xml;Historia  de la Ley N° 21.538;Modifica la ley N° 21.419, que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica;26-01-2023;https://www.bcn.cl/historiadelaley/nc/historia-de-la-ley/8113/
